ticker,run_date,prediction_date,horizon,predicted,naive,actual,ae_gru,ae_naive,direction_correct
ABJC,2026-05-04,2026-05-18,14,2865.71,3215.0,2850.0,15.710000000000036,365.0,True
BICB,2026-05-04,2026-05-18,14,5045.73,5310.0,5200.0,154.27000000000044,110.0,True
BICC,2026-05-04,2026-05-18,14,23465.64,24850.0,26450.0,2984.3600000000006,1600.0,False
BNBC,2026-05-04,2026-05-18,14,1603.79,1565.0,1545.0,58.789999999999964,20.0,False
BOAB,2026-05-04,2026-05-18,14,7830.31,8850.0,9400.0,1569.6899999999996,550.0,False
BOABF,2026-05-04,2026-05-18,14,5442.69,5650.0,5400.0,42.6899999999996,250.0,True
BOAC,2026-05-04,2026-05-18,14,7889.94,9190.0,8630.0,740.0600000000004,560.0,True
BOAM,2026-05-04,2026-05-18,14,4457.74,4670.0,4690.0,232.26000000000022,20.0,False
BOAN,2026-05-04,2026-05-18,14,3679.78,3660.0,3445.0,234.7800000000002,215.0,False
BOAS,2026-05-04,2026-05-18,14,6396.36,7045.0,7595.0,1198.6400000000003,550.0,False
CABC,2026-05-04,2026-05-18,14,6184.75,3600.0,3495.0,2689.75,105.0,False
CBIBF,2026-05-04,2026-05-18,14,14383.19,16100.0,19905.0,5521.8099999999995,3805.0,False
CFAC,2026-05-04,2026-05-18,14,1261.24,1430.0,1555.0,293.76,125.0,False
CIEC,2026-05-04,2026-05-18,14,2859.58,3250.0,3290.0,430.4200000000001,40.0,False
ECOC,2026-05-04,2026-05-18,14,16132.11,16300.0,16300.0,167.88999999999942,0.0,True
ETIT,2026-05-04,2026-05-18,14,24.28,29.0,29.0,4.719999999999999,0.0,True
FTSC,2026-05-04,2026-05-18,14,2284.53,2195.0,2250.0,34.5300000000002,55.0,True
NEIC,2026-05-04,2026-05-18,14,1300.0,1900.0,1920.0,620.0,20.0,False
NSBC,2026-05-04,2026-05-18,14,15011.05,13900.0,15000.0,11.049999999999272,1100.0,True
NTLC,2026-05-04,2026-05-18,14,12477.46,12340.0,11750.0,727.4599999999991,590.0,False
ONTBF,2026-05-04,2026-05-18,14,2752.72,2795.0,2795.0,42.2800000000002,0.0,True
ORAC,2026-05-04,2026-05-18,14,15137.85,15200.0,15150.0,12.149999999999636,50.0,True
ORGT,2026-05-04,2026-05-18,14,3222.89,3250.0,2435.0,787.8899999999999,815.0,True
PALC,2026-05-04,2026-05-18,14,7572.94,7310.0,7700.0,127.0600000000004,390.0,True
SAFC,2026-05-04,2026-05-18,14,1416.42,3610.0,3990.0,2573.58,380.0,False
SDSC,2026-05-04,2026-05-18,14,1749.19,1775.0,1750.0,0.8099999999999454,25.0,True
SEMC,2026-05-04,2026-05-18,14,1429.02,1600.0,1505.0,75.98000000000002,95.0,True
SGBC,2026-05-04,2026-05-18,14,33802.96,34095.0,35985.0,2182.040000000001,1890.0,False
SHEC,2026-05-04,2026-05-18,14,1574.74,1970.0,1980.0,405.26,10.0,False
SIBC,2026-05-04,2026-05-18,14,6395.59,7080.0,7500.0,1104.4099999999999,420.0,False
SICC,2026-05-04,2026-05-18,14,4153.57,4290.0,4305.0,151.4300000000003,15.0,False
SLBC,2026-05-04,2026-05-18,14,35296.96,35540.0,37900.0,2603.040000000001,2360.0,False
SMBC,2026-05-04,2026-05-18,14,11610.52,11700.0,12895.0,1284.4799999999996,1195.0,False
SNTS,2026-05-04,2026-05-18,14,28440.62,28700.0,28900.0,459.380000000001,200.0,False
SOGC,2026-05-04,2026-05-18,14,7292.71,7100.0,7485.0,192.28999999999996,385.0,True
SPHC,2026-05-04,2026-05-18,14,6769.07,6800.0,6985.0,215.9300000000003,185.0,False
STAC,2026-05-04,2026-05-18,14,1679.34,3050.0,2660.0,980.6600000000001,390.0,True
TTLC,2026-05-04,2026-05-18,14,2713.75,2740.0,2910.0,196.25,170.0,False
TTLS,2026-05-04,2026-05-18,14,3010.23,3250.0,3005.0,5.230000000000018,245.0,True
UNLC,2026-05-04,2026-05-18,14,66827.83,60500.0,59950.0,6877.830000000002,550.0,False
UNXC,2026-05-04,2026-05-18,14,1814.46,1900.0,1835.0,20.539999999999964,65.0,True
SIBC,2026-05-06,2026-05-18,12,6546.12,7150.0,7500.0,953.8800000000001,350.0,False
SICC,2026-05-06,2026-05-18,12,4164.63,4280.0,4305.0,140.3699999999999,25.0,False
SLBC,2026-05-06,2026-05-18,12,36857.83,37400.0,37900.0,1042.1699999999983,500.0,False
SMBC,2026-05-06,2026-05-18,12,11495.57,11500.0,12895.0,1399.4300000000003,1395.0,False
SNTS,2026-05-06,2026-05-18,12,28607.92,28900.0,28900.0,292.08000000000175,0.0,True
SOGC,2026-05-06,2026-05-18,12,7584.71,7500.0,7485.0,99.71000000000004,15.0,False
SPHC,2026-05-06,2026-05-18,12,6739.9,6800.0,6985.0,245.10000000000036,185.0,False
STAC,2026-05-06,2026-05-18,12,1744.15,2800.0,2660.0,915.8499999999999,140.0,True
ABJC,2026-05-05,2026-05-18,13,2832.04,3095.0,2850.0,17.960000000000036,245.0,True
BICB,2026-05-05,2026-05-18,13,5051.66,5250.0,5200.0,148.34000000000015,50.0,True
BICC,2026-05-05,2026-05-18,13,23445.25,24445.0,26450.0,3004.75,2005.0,False
BNBC,2026-05-05,2026-05-18,13,1453.98,1345.0,1545.0,91.01999999999998,200.0,True
BOAB,2026-05-05,2026-05-18,13,8024.68,9250.0,9400.0,1375.3199999999997,150.0,False
BOABF,2026-05-05,2026-05-18,13,5348.6,5410.0,5400.0,51.399999999999636,10.0,True
BOAC,2026-05-05,2026-05-18,13,7841.07,8850.0,8630.0,788.9300000000003,220.0,True
BOAM,2026-05-05,2026-05-18,13,4503.54,4700.0,4690.0,186.46000000000004,10.0,True
BOAN,2026-05-05,2026-05-18,13,3583.62,3500.0,3445.0,138.6199999999999,55.0,False
BOAS,2026-05-05,2026-05-18,13,6538.57,7225.0,7595.0,1056.4300000000003,370.0,False
CABC,2026-05-05,2026-05-18,13,5400.28,3500.0,3495.0,1905.2799999999997,5.0,False
CBIBF,2026-05-05,2026-05-18,13,14629.03,16550.0,19905.0,5275.969999999999,3355.0,False
CFAC,2026-05-05,2026-05-18,13,1227.94,1325.0,1555.0,327.05999999999995,230.0,False
CIEC,2026-05-05,2026-05-18,13,2821.55,3010.0,3290.0,468.4499999999998,280.0,False
ECOC,2026-05-05,2026-05-18,13,16046.8,16000.0,16300.0,253.20000000000073,300.0,True
ETIT,2026-05-05,2026-05-18,13,24.63,29.0,29.0,4.370000000000001,0.0,True
FTSC,2026-05-05,2026-05-18,13,2297.04,2220.0,2250.0,47.039999999999964,30.0,True
NSBC,2026-05-05,2026-05-06,1,14122.71,14000.0,14000.0,122.70999999999913,0.0,False
NTLC,2026-05-05,2026-05-06,1,12286.98,11900.0,11700.0,586.9799999999996,200.0,False
ONTBF,2026-05-05,2026-05-06,1,2779.62,2780.0,2710.0,69.61999999999989,70.0,True
ORAC,2026-05-05,2026-05-06,1,15113.32,15000.0,15200.0,86.68000000000029,200.0,True
ORGT,2026-05-05,2026-05-06,1,3230.19,3215.0,2975.0,255.19000000000005,240.0,False
PALC,2026-05-05,2026-05-06,1,7356.71,7310.0,6995.0,361.71000000000004,315.0,False
SAFC,2026-05-05,2026-05-06,1,3174.56,3500.0,3500.0,325.44000000000005,0.0,True
SGBC,2026-05-05,2026-05-06,1,33685.52,33000.0,33100.0,585.5199999999968,100.0,True
SIBC,2026-05-05,2026-05-06,1,6982.14,7100.0,7150.0,167.85999999999967,50.0,False
SNTS,2026-05-05,2026-05-06,1,28673.77,28900.0,28900.0,226.22999999999956,0.0,True
SOGC,2026-05-05,2026-05-06,1,7419.34,7600.0,7500.0,80.65999999999985,100.0,True
SGBC,2026-05-06,2026-05-15,9,33364.09,33100.0,34995.0,1630.9100000000035,1895.0,True
SGBC,2026-05-13,2026-05-15,2,34486.7,34990.0,34995.0,508.3000000000029,5.0,False
SGBC,2026-05-14,2026-05-15,1,34608.62,34995.0,34995.0,386.3799999999974,0.0,True
NEIC,2026-05-05,2026-05-18,13,1306.49,1790.0,1920.0,613.51,130.0,False
NSBC,2026-05-05,2026-05-18,13,14968.23,14000.0,15000.0,31.770000000000437,1000.0,True
NTLC,2026-05-05,2026-05-18,13,12359.59,11900.0,11750.0,609.5900000000001,150.0,False
ONTBF,2026-05-05,2026-05-18,13,2748.06,2780.0,2795.0,46.940000000000055,15.0,False
ORAC,2026-05-05,2026-05-18,13,15080.48,15000.0,15150.0,69.52000000000044,150.0,True
ORGT,2026-05-05,2026-05-18,13,3209.84,3215.0,2435.0,774.8400000000001,780.0,True
PALC,2026-05-05,2026-05-18,13,7543.61,7310.0,7700.0,156.39000000000033,390.0,True
SAFC,2026-05-05,2026-05-18,13,1460.74,3500.0,3990.0,2529.26,490.0,False
SDSC,2026-05-05,2026-05-18,13,1718.86,1725.0,1750.0,31.1400000000001,25.0,False
SEMC,2026-05-05,2026-05-18,13,1414.9,1500.0,1505.0,90.09999999999991,5.0,False
SGBC,2026-05-05,2026-05-18,13,33514.19,33000.0,35985.0,2470.8099999999977,2985.0,True
SHEC,2026-05-05,2026-05-18,13,1561.01,1850.0,1980.0,418.99,130.0,False
SIBC,2026-05-05,2026-05-18,13,6460.45,7100.0,7500.0,1039.5500000000002,400.0,False
SICC,2026-05-05,2026-05-18,13,4159.47,4290.0,4305.0,145.52999999999975,15.0,False
SLBC,2026-05-05,2026-05-18,13,36164.48,37050.0,37900.0,1735.5199999999968,850.0,False
SMBC,2026-05-05,2026-05-18,13,11549.71,11550.0,12895.0,1345.2900000000009,1345.0,False
SNTS,2026-05-05,2026-05-18,13,28534.64,28900.0,28900.0,365.3600000000006,0.0,True
SOGC,2026-05-05,2026-05-18,13,7540.36,7600.0,7485.0,55.35999999999967,115.0,True
SPHC,2026-05-05,2026-05-18,13,6723.31,6720.0,6985.0,261.6899999999996,265.0,True
STAC,2026-05-05,2026-05-18,13,1715.18,2950.0,2660.0,944.8199999999999,290.0,True
TTLC,2026-05-05,2026-05-18,13,2720.25,2745.0,2910.0,189.75,165.0,False
TTLS,2026-05-05,2026-05-18,13,2953.1,3000.0,3005.0,51.90000000000009,5.0,False
UNLC,2026-05-05,2026-05-18,13,66114.56,60500.0,59950.0,6164.559999999998,550.0,False
UNXC,2026-05-05,2026-05-18,13,1813.9,1885.0,1835.0,21.09999999999991,50.0,True
TTLC,2026-05-06,2026-05-18,12,2690.27,2700.0,2910.0,219.73000000000002,210.0,False
TTLS,2026-05-06,2026-05-18,12,2932.52,3005.0,3005.0,72.48000000000002,0.0,True
UNLC,2026-05-06,2026-05-18,12,64666.74,59000.0,59950.0,4716.739999999998,950.0,True
UNXC,2026-05-06,2026-05-18,12,1812.92,1875.0,1835.0,22.079999999999927,40.0,True
CBIBF,2026-05-07,2026-05-18,11,15003.01,16700.0,19905.0,4901.99,3205.0,False
ABJC,2026-05-07,2026-05-18,11,2817.85,3015.0,2850.0,32.15000000000009,165.0,True
BICB,2026-05-07,2026-05-18,11,5053.26,5200.0,5200.0,146.73999999999978,0.0,True
BICC,2026-05-07,2026-05-18,11,23887.49,24995.0,26450.0,2562.5099999999984,1455.0,False
ABJC,2026-05-06,2026-05-18,12,2801.31,3015.0,2850.0,48.690000000000055,165.0,True
BICB,2026-05-06,2026-05-18,12,5047.49,5125.0,5200.0,152.51000000000022,75.0,False
BICC,2026-05-06,2026-05-18,12,23680.71,24990.0,26450.0,2769.290000000001,1460.0,False
BNBC,2026-05-06,2026-05-18,12,1350.3,1280.0,1545.0,194.70000000000005,265.0,True
BOAB,2026-05-06,2026-05-18,12,8144.61,9200.0,9400.0,1255.3900000000003,200.0,False
BOABF,2026-05-06,2026-05-18,12,5325.9,5405.0,5400.0,74.10000000000036,5.0,True
SDSC,2026-05-05,2026-05-06,1,1731.18,1725.0,1700.0,31.180000000000064,25.0,False
SEMC,2026-05-05,2026-05-06,1,1525.61,1500.0,1495.0,30.6099999999999,5.0,False
SHEC,2026-05-05,2026-05-06,1,1806.05,1850.0,1845.0,38.950000000000045,5.0,True
SICC,2026-05-05,2026-05-06,1,4273.18,4290.0,4280.0,6.819999999999709,10.0,True
SLBC,2026-05-05,2026-05-06,1,36144.61,37050.0,37400.0,1255.3899999999994,350.0,False
SMBC,2026-05-05,2026-05-06,1,11611.39,11550.0,11500.0,111.38999999999942,50.0,False
SPHC,2026-05-05,2026-05-06,1,6765.21,6720.0,6800.0,34.789999999999964,80.0,True
STAC,2026-05-05,2026-05-06,1,2728.66,2950.0,2800.0,71.34000000000015,150.0,True
TTLC,2026-05-05,2026-05-06,1,2740.53,2745.0,2700.0,40.5300000000002,45.0,True
TTLS,2026-05-05,2026-05-06,1,3067.14,3000.0,3005.0,62.13999999999987,5.0,True
UNLC,2026-05-05,2026-05-06,1,61808.83,60500.0,59000.0,2808.8300000000017,1500.0,False
UNXC,2026-05-05,2026-05-06,1,1877.3,1885.0,1875.0,2.2999999999999545,10.0,True
BICB,2026-05-04,2026-05-07,3,5140.42,5310.0,5200.0,59.57999999999993,110.0,True
BICC,2026-05-04,2026-05-07,3,24226.31,24850.0,24995.0,768.6899999999987,145.0,False
BOAB,2026-05-04,2026-05-07,3,8337.62,8850.0,9340.0,1002.3799999999992,490.0,False
BOABF,2026-05-04,2026-05-07,3,5552.12,5650.0,5405.0,147.1199999999999,245.0,True
BOAC,2026-05-04,2026-05-07,3,8650.32,9190.0,8785.0,134.6800000000003,405.0,True
BOAM,2026-05-04,2026-05-07,3,4590.93,4670.0,4680.0,89.06999999999971,10.0,False
BOAN,2026-05-04,2026-05-07,3,3670.42,3660.0,3500.0,170.42000000000007,160.0,False
BOAS,2026-05-04,2026-05-07,3,6776.58,7045.0,7225.0,448.4200000000001,180.0,False
CBIBF,2026-05-04,2026-05-07,3,15228.38,16100.0,16700.0,1471.6200000000008,600.0,False
ECOC,2026-05-04,2026-05-07,3,16213.1,16300.0,16100.0,113.10000000000036,200.0,True
ETIT,2026-05-04,2026-05-07,3,26.89,29.0,29.0,2.1099999999999994,0.0,True
SGBC,2026-05-05,2026-05-07,2,33635.25,33000.0,33400.0,235.25,400.0,True
SIBC,2026-05-05,2026-05-07,2,6890.92,7100.0,7050.0,159.07999999999993,50.0,True
SOGC,2026-05-05,2026-05-07,2,7448.04,7600.0,7500.0,51.960000000000036,100.0,True
BICB,2026-05-06,2026-05-07,1,5146.09,5125.0,5200.0,53.909999999999854,75.0,True
BICC,2026-05-06,2026-05-07,1,24447.94,24990.0,24995.0,547.0600000000013,5.0,False
BOAB,2026-05-06,2026-05-07,1,8871.3,9200.0,9340.0,468.7000000000007,140.0,False
BOABF,2026-05-06,2026-05-07,1,5399.6,5405.0,5405.0,5.399999999999636,0.0,True
BOAC,2026-05-06,2026-05-07,1,8481.27,8590.0,8785.0,303.72999999999956,195.0,False
BOAM,2026-05-06,2026-05-07,1,4662.09,4690.0,4680.0,17.909999999999854,10.0,True
BOAN,2026-05-06,2026-05-07,1,3572.59,3580.0,3500.0,72.59000000000015,80.0,True
BOAS,2026-05-06,2026-05-07,1,7094.95,7240.0,7225.0,130.05000000000018,15.0,True
CBIBF,2026-05-06,2026-05-07,1,16159.84,16700.0,16700.0,540.1599999999999,0.0,True
ECOC,2026-05-06,2026-05-07,1,16102.39,16100.0,16100.0,2.389999999999418,0.0,False
ETIT,2026-05-06,2026-05-07,1,27.93,29.0,29.0,1.0700000000000003,0.0,True
NSBC,2026-05-06,2026-05-07,1,14143.51,14000.0,14010.0,133.51000000000022,10.0,True
ORGT,2026-05-06,2026-05-07,1,3114.29,2975.0,2975.0,139.28999999999996,0.0,False
SAFC,2026-05-06,2026-05-07,1,3178.53,3500.0,3500.0,321.4699999999998,0.0,True
SGBC,2026-05-06,2026-05-07,1,33459.13,33100.0,33400.0,59.12999999999738,300.0,True
BOAC,2026-05-06,2026-05-18,12,7765.58,8590.0,8630.0,864.4200000000001,40.0,False
BOAM,2026-05-06,2026-05-18,12,4508.38,4690.0,4690.0,181.6199999999999,0.0,True
BOAN,2026-05-06,2026-05-18,12,3575.59,3580.0,3445.0,130.59000000000015,135.0,True
BOAS,2026-05-06,2026-05-18,12,6635.8,7240.0,7595.0,959.1999999999998,355.0,False
CABC,2026-05-06,2026-05-18,12,4804.86,3410.0,3495.0,1309.8599999999997,85.0,True
CBIBF,2026-05-06,2026-05-18,12,14827.13,16700.0,19905.0,5077.870000000001,3205.0,False
CFAC,2026-05-06,2026-05-18,12,1251.05,1395.0,1555.0,303.95000000000005,160.0,False
CIEC,2026-05-06,2026-05-18,12,2825.04,3000.0,3290.0,464.96000000000004,290.0,False
ECOC,2026-05-06,2026-05-18,12,16031.6,16100.0,16300.0,268.39999999999964,200.0,False
ETIT,2026-05-06,2026-05-18,12,25.02,29.0,29.0,3.9800000000000004,0.0,True
FTSC,2026-05-06,2026-05-18,12,2266.8,2195.0,2250.0,16.800000000000182,55.0,True
NEIC,2026-05-06,2026-05-18,12,1368.97,1880.0,1920.0,551.03,40.0,False
NSBC,2026-05-06,2026-05-18,12,14861.75,14000.0,15000.0,138.25,1000.0,True
NTLC,2026-05-06,2026-05-18,12,12204.04,11700.0,11750.0,454.0400000000009,50.0,True
ONTBF,2026-05-06,2026-05-18,12,2707.76,2710.0,2795.0,87.23999999999978,85.0,False
ORAC,2026-05-06,2026-05-18,12,15112.94,15200.0,15150.0,37.05999999999949,50.0,True
ORGT,2026-05-06,2026-05-18,12,3102.91,2975.0,2435.0,667.9099999999999,540.0,False
PALC,2026-05-06,2026-05-18,12,7330.42,6995.0,7700.0,369.5799999999999,705.0,True
SAFC,2026-05-06,2026-05-18,12,1590.78,3500.0,3990.0,2399.2200000000003,490.0,False
SDSC,2026-05-06,2026-05-18,12,1698.22,1700.0,1750.0,51.77999999999997,50.0,False
SEMC,2026-05-06,2026-05-18,12,1405.7,1495.0,1505.0,99.29999999999995,10.0,False
SGBC,2026-05-06,2026-05-18,12,33343.63,33100.0,35985.0,2641.3700000000026,2885.0,True
SHEC,2026-05-06,2026-05-18,12,1575.9,1845.0,1980.0,404.0999999999999,135.0,False
BNBC,2026-05-07,2026-05-18,11,1368.43,1350.0,1545.0,176.56999999999994,195.0,True
BOAB,2026-05-07,2026-05-18,11,8297.57,9340.0,9400.0,1102.4300000000003,60.0,False
BOABF,2026-05-07,2026-05-18,11,5328.67,5405.0,5400.0,71.32999999999993,5.0,True
BOAC,2026-05-07,2026-05-18,11,7926.97,8785.0,8630.0,703.0299999999997,155.0,True
BOAM,2026-05-07,2026-05-18,11,4525.12,4680.0,4690.0,164.8800000000001,10.0,False
BOAN,2026-05-07,2026-05-18,11,3533.5,3500.0,3445.0,88.5,55.0,False
BOAS,2026-05-07,2026-05-18,11,6703.21,7225.0,7595.0,891.79,370.0,False
CABC,2026-05-07,2026-05-18,11,4517.9,3410.0,3495.0,1022.8999999999996,85.0,True
CFAC,2026-05-07,2026-05-18,11,1277.0,1400.0,1555.0,278.0,155.0,False
CIEC,2026-05-07,2026-05-18,11,2900.56,3200.0,3290.0,389.44000000000005,90.0,False
ECOC,2026-05-07,2026-05-18,11,16030.74,16100.0,16300.0,269.2600000000002,200.0,False
SHEC,2026-05-05,2026-05-07,2,1754.97,1850.0,1840.0,85.02999999999997,10.0,True
SICC,2026-05-05,2026-05-07,2,4259.58,4290.0,4285.0,25.420000000000073,5.0,True
SLBC,2026-05-05,2026-05-07,2,36303.38,37050.0,37500.0,1196.6200000000026,450.0,False
SMBC,2026-05-05,2026-05-07,2,11595.18,11550.0,11500.0,95.18000000000029,50.0,False
SNTS,2026-05-05,2026-05-07,2,28669.27,28900.0,28900.0,230.72999999999956,0.0,True
SPHC,2026-05-05,2026-05-07,2,6754.06,6720.0,7175.0,420.9399999999996,455.0,True
STAC,2026-05-05,2026-05-07,2,2507.65,2950.0,2850.0,342.3499999999999,100.0,True
TTLC,2026-05-05,2026-05-07,2,2737.45,2745.0,2740.0,2.550000000000182,5.0,True
TTLS,2026-05-05,2026-05-07,2,3046.79,3000.0,3005.0,41.789999999999964,5.0,True
UNLC,2026-05-05,2026-05-07,2,62277.72,60500.0,59000.0,3277.720000000001,1500.0,False
UNXC,2026-05-05,2026-05-07,2,1868.13,1885.0,1865.0,3.130000000000109,20.0,True
TTLS,2026-05-06,2026-05-07,1,3016.79,3005.0,3005.0,11.789999999999964,0.0,False
UNLC,2026-05-06,2026-05-07,1,61204.27,59000.0,59000.0,2204.269999999997,0.0,False
UNXC,2026-05-06,2026-05-07,1,1867.22,1875.0,1865.0,2.2200000000000273,10.0,True
ABJC,2026-05-06,2026-05-07,1,2985.77,3015.0,3015.0,29.230000000000018,0.0,True
BNBC,2026-05-06,2026-05-07,1,1323.5,1280.0,1350.0,26.5,70.0,True
CABC,2026-05-06,2026-05-07,1,3559.84,3410.0,3410.0,149.84000000000015,0.0,False
CFAC,2026-05-06,2026-05-07,1,1346.82,1395.0,1400.0,53.180000000000064,5.0,False
CIEC,2026-05-06,2026-05-07,1,2953.65,3000.0,3200.0,246.3499999999999,200.0,False
FTSC,2026-05-06,2026-05-07,1,2208.05,2195.0,2200.0,8.050000000000182,5.0,True
NEIC,2026-05-06,2026-05-07,1,1736.54,1880.0,1715.0,21.539999999999964,165.0,True
NTLC,2026-05-06,2026-05-07,1,12160.41,11700.0,11900.0,260.40999999999985,200.0,True
ONTBF,2026-05-06,2026-05-07,1,2736.84,2710.0,2710.0,26.840000000000146,0.0,False
ORAC,2026-05-06,2026-05-07,1,15127.49,15200.0,15200.0,72.51000000000022,0.0,True
PALC,2026-05-06,2026-05-07,1,7200.6,6995.0,7800.0,599.3999999999996,805.0,True
SDSC,2026-05-06,2026-05-07,1,1705.06,1700.0,1685.0,20.059999999999945,15.0,False
SEMC,2026-05-06,2026-05-07,1,1499.65,1495.0,1450.0,49.65000000000009,45.0,False
SHEC,2026-05-06,2026-05-07,1,1781.93,1845.0,1840.0,58.069999999999936,5.0,True
BICC,2026-05-04,2026-05-08,4,24085.46,24850.0,25200.0,1114.5400000000009,350.0,False
ECOC,2026-05-04,2026-05-08,4,16198.66,16300.0,16300.0,101.34000000000015,0.0,True
NSBC,2026-05-04,2026-05-08,4,14387.66,13900.0,14000.0,387.65999999999985,100.0,True
SGBC,2026-05-04,2026-05-08,4,33934.56,34095.0,33800.0,134.55999999999767,295.0,True
BICC,2026-05-05,2026-05-08,3,24061.06,24445.0,25200.0,1138.9399999999987,755.0,False
ECOC,2026-05-05,2026-05-08,3,16106.88,16000.0,16300.0,193.1200000000008,300.0,True
NSBC,2026-05-05,2026-05-08,3,14350.25,14000.0,14000.0,350.25,0.0,False
SGBC,2026-05-05,2026-05-08,3,33616.03,33000.0,33800.0,183.97000000000116,800.0,True
BICC,2026-05-07,2026-05-08,1,24561.75,24995.0,25200.0,638.25,205.0,False
BICC,2026-05-06,2026-05-08,2,24349.68,24990.0,25200.0,850.3199999999997,210.0,False
ECOC,2026-05-06,2026-05-08,2,16090.03,16100.0,16300.0,209.96999999999935,200.0,False
NSBC,2026-05-06,2026-05-08,2,14255.66,14000.0,14000.0,255.65999999999985,0.0,False
SGBC,2026-05-06,2026-05-08,2,33426.27,33100.0,33800.0,373.7300000000032,700.0,True
BOAC,2026-05-07,2026-05-08,1,8510.74,8785.0,8650.0,139.26000000000022,135.0,True
ECOC,2026-05-07,2026-05-08,1,16089.18,16100.0,16300.0,210.8199999999997,200.0,False
NSBC,2026-05-07,2026-05-08,1,14155.54,14010.0,14000.0,155.54000000000087,10.0,False
SGBC,2026-05-07,2026-05-08,1,33408.47,33400.0,33800.0,391.52999999999884,400.0,True
ETIT,2026-05-07,2026-05-18,11,25.43,29.0,29.0,3.5700000000000003,0.0,True
FTSC,2026-05-07,2026-05-18,11,2259.61,2200.0,2250.0,9.610000000000127,50.0,True
NEIC,2026-05-07,2026-05-18,11,1360.65,1715.0,1920.0,559.3499999999999,205.0,False
NSBC,2026-05-07,2026-05-18,11,14749.09,14010.0,15000.0,250.90999999999985,990.0,True
NTLC,2026-05-07,2026-05-18,11,12133.85,11900.0,11750.0,383.85000000000036,150.0,False
ONTBF,2026-05-07,2026-05-18,11,2692.08,2710.0,2795.0,102.92000000000007,85.0,False
ORAC,2026-05-07,2026-05-18,11,15140.37,15200.0,15150.0,9.6299999999992,50.0,True
ORGT,2026-05-07,2026-05-18,11,3043.3,2975.0,2435.0,608.3000000000002,540.0,False
PALC,2026-05-07,2026-05-18,11,7681.04,7800.0,7700.0,18.960000000000036,100.0,True
SAFC,2026-05-07,2026-05-18,11,1753.14,3500.0,3990.0,2236.8599999999997,490.0,False
SDSC,2026-05-07,2026-05-18,11,1684.69,1685.0,1750.0,65.30999999999995,65.0,False
SEMC,2026-05-07,2026-05-18,11,1390.38,1450.0,1505.0,114.61999999999989,55.0,False
SGBC,2026-05-07,2026-05-18,11,33326.14,33400.0,35985.0,2658.8600000000006,2585.0,False
SHEC,2026-05-07,2026-05-18,11,1600.21,1840.0,1980.0,379.78999999999996,140.0,False
SIBC,2026-05-07,2026-05-18,11,6559.9,7050.0,7500.0,940.1000000000004,450.0,False
SICC,2026-05-07,2026-05-18,11,4181.09,4285.0,4305.0,123.90999999999985,20.0,False
SLBC,2026-05-07,2026-05-18,11,37215.83,37500.0,37900.0,684.1699999999983,400.0,False
SMBC,2026-05-07,2026-05-18,11,11473.8,11500.0,12895.0,1421.2000000000007,1395.0,False
SNTS,2026-05-07,2026-05-18,11,28662.36,28900.0,28900.0,237.63999999999942,0.0,True
SOGC,2026-05-07,2026-05-18,11,7588.59,7500.0,7485.0,103.59000000000015,15.0,False
SPHC,2026-05-07,2026-05-18,11,6932.38,7175.0,6985.0,52.61999999999989,190.0,True
STAC,2026-05-07,2026-05-18,11,1880.32,2850.0,2660.0,779.6800000000001,190.0,True
TTLC,2026-05-07,2026-05-18,11,2717.78,2740.0,2910.0,192.2199999999998,170.0,False
TTLS,2026-05-07,2026-05-18,11,2928.4,3005.0,3005.0,76.59999999999991,0.0,True
UNLC,2026-05-07,2026-05-18,11,63531.18,59000.0,59950.0,3581.1800000000003,950.0,True
UNXC,2026-05-07,2026-05-18,11,1811.96,1865.0,1835.0,23.039999999999964,30.0,True
ABJC,2026-05-08,2026-05-18,10,2848.09,3020.0,2850.0,1.9099999999998545,170.0,True
BICB,2026-05-08,2026-05-18,10,5051.99,5120.0,5200.0,148.01000000000022,80.0,False
BICC,2026-05-08,2026-05-18,10,24135.11,25200.0,26450.0,2314.8899999999994,1250.0,False
BNBC,2026-05-08,2026-05-18,10,1369.51,1335.0,1545.0,175.49,210.0,True
BOAB,2026-05-08,2026-05-18,10,8417.46,9300.0,9400.0,982.5400000000009,100.0,False
BOABF,2026-05-08,2026-05-18,10,5332.92,5400.0,5400.0,67.07999999999993,0.0,True
BOAC,2026-05-08,2026-05-18,10,8006.13,8650.0,8630.0,623.8699999999999,20.0,True
BOAM,2026-05-08,2026-05-18,10,4560.84,4690.0,4690.0,129.15999999999985,0.0,True
BOAN,2026-05-08,2026-05-18,10,3512.26,3500.0,3445.0,67.26000000000022,55.0,False
BOAS,2026-05-08,2026-05-18,10,6795.23,7265.0,7595.0,799.7700000000004,330.0,False
CABC,2026-05-08,2026-05-18,10,4272.91,3400.0,3495.0,777.9099999999999,95.0,True
CBIBF,2026-05-08,2026-05-18,10,15153.88,16600.0,19905.0,4751.120000000001,3305.0,False
CFAC,2026-05-08,2026-05-18,10,1298.76,1400.0,1555.0,256.24,155.0,False
CIEC,2026-05-08,2026-05-18,10,2976.57,3345.0,3290.0,313.42999999999984,55.0,True
ECOC,2026-05-08,2026-05-18,10,16107.14,16300.0,16300.0,192.86000000000058,0.0,True
ETIT,2026-05-08,2026-05-18,10,26.29,30.0,29.0,2.710000000000001,1.0,True
