ticker,run_date,prediction_date,horizon,predicted,naive,actual,ae_gru,ae_naive,direction_correct
CBIBF,2026-05-11,2026-05-12,1,16289.27,16800.0,16800.0,510.72999999999956,0.0,True
NTLC,2026-05-11,2026-05-12,1,11808.09,11650.0,11150.0,658.0900000000001,500.0,False
ONTBF,2026-05-11,2026-05-12,1,2753.53,2760.0,2700.0,53.5300000000002,60.0,True
ORAC,2026-05-11,2026-05-12,1,14939.28,14920.0,15100.0,160.71999999999935,180.0,True
ORGT,2026-05-11,2026-05-12,1,2606.69,2550.0,2740.0,133.30999999999995,190.0,True
PALC,2026-05-11,2026-05-12,1,7850.61,7800.0,7800.0,50.60999999999967,0.0,False
SAFC,2026-05-11,2026-05-12,1,3224.46,3500.0,3485.0,260.53999999999996,15.0,True
SLBC,2026-05-11,2026-05-12,1,37435.49,37500.0,37900.0,464.51000000000204,400.0,False
SNTS,2026-05-11,2026-05-12,1,28820.39,28900.0,29000.0,179.61000000000058,100.0,False
SOGC,2026-05-11,2026-05-12,1,7422.75,7390.0,7395.0,27.75,5.0,True
UNLC,2026-05-11,2026-05-12,1,57528.56,56000.0,59900.0,2371.4400000000023,3900.0,True
NTLC,2026-05-12,2026-05-18,6,11665.86,11150.0,11750.0,84.13999999999942,600.0,True
ONTBF,2026-05-12,2026-05-18,6,2709.09,2700.0,2795.0,85.90999999999985,95.0,True
ORAC,2026-05-12,2026-05-18,6,14990.31,15100.0,15150.0,159.6900000000005,50.0,False
ORGT,2026-05-12,2026-05-18,6,2671.02,2740.0,2435.0,236.01999999999998,305.0,True
PALC,2026-05-12,2026-05-18,6,7901.61,7800.0,7700.0,201.60999999999967,100.0,False
SAFC,2026-05-12,2026-05-18,6,2507.98,3485.0,3990.0,1482.02,505.0,False
SDSC,2026-05-12,2026-05-18,6,1703.09,1700.0,1750.0,46.91000000000008,50.0,True
SEMC,2026-05-12,2026-05-18,6,1447.23,1505.0,1505.0,57.76999999999998,0.0,True
SGBC,2026-05-12,2026-05-18,6,34242.85,34800.0,35985.0,1742.1500000000015,1185.0,False
SHEC,2026-05-12,2026-05-18,6,1794.15,2000.0,1980.0,185.8499999999999,20.0,True
SIBC,2026-05-12,2026-05-18,6,6835.24,7140.0,7500.0,664.7600000000002,360.0,False
SICC,2026-05-12,2026-05-18,6,4322.57,4400.0,4305.0,17.56999999999971,95.0,True
SLBC,2026-05-12,2026-05-18,6,37588.3,37900.0,37900.0,311.6999999999971,0.0,True
SMBC,2026-05-12,2026-05-18,6,11993.46,12100.0,12895.0,901.5400000000009,795.0,False
SNTS,2026-05-12,2026-05-18,6,28817.14,29000.0,28900.0,82.86000000000058,100.0,True
SOGC,2026-05-12,2026-05-18,6,7457.22,7395.0,7485.0,27.779999999999745,90.0,True
SPHC,2026-05-12,2026-05-18,6,7000.21,7000.0,6985.0,15.210000000000036,15.0,False
STAC,2026-05-12,2026-05-18,6,2086.69,2515.0,2660.0,573.31,145.0,False
TTLC,2026-05-12,2026-05-18,6,2820.37,2850.0,2910.0,89.63000000000011,60.0,False
TTLS,2026-05-12,2026-05-18,6,2880.61,2900.0,3005.0,124.38999999999987,105.0,False
UNLC,2026-05-12,2026-05-18,6,60148.73,59900.0,59950.0,198.7300000000032,50.0,True
UNXC,2026-05-12,2026-05-18,6,1786.56,1835.0,1835.0,48.440000000000055,0.0,True
ABJC,2026-05-13,2026-05-18,5,2903.42,2980.0,2850.0,53.42000000000007,130.0,True
BNBC,2026-05-04,2026-05-12,8,1592.12,1565.0,1395.0,197.1199999999999,170.0,False
CFAC,2026-05-06,2026-05-12,6,1298.45,1395.0,1380.0,81.54999999999995,15.0,True
CIEC,2026-05-06,2026-05-12,6,2886.05,3000.0,3200.0,313.9499999999998,200.0,False
NEIC,2026-05-06,2026-05-12,6,1518.4,1880.0,1850.0,331.5999999999999,30.0,True
SDSC,2026-05-06,2026-05-12,6,1703.33,1700.0,1700.0,3.3299999999999272,0.0,False
SHEC,2026-05-06,2026-05-12,6,1662.72,1845.0,2000.0,337.28,155.0,False
BNBC,2026-05-07,2026-05-12,5,1350.17,1350.0,1395.0,44.82999999999993,45.0,True
CIEC,2026-05-07,2026-05-12,5,2996.34,3200.0,3200.0,203.65999999999985,0.0,True
SDSC,2026-05-07,2026-05-12,5,1688.67,1685.0,1700.0,11.329999999999927,15.0,True
SHEC,2026-05-07,2026-05-12,5,1696.81,1840.0,2000.0,303.19000000000005,160.0,False
SICC,2026-05-07,2026-05-12,5,4232.2,4285.0,4400.0,167.80000000000018,115.0,False
SLBC,2026-05-07,2026-05-12,5,37339.04,37500.0,37900.0,560.9599999999991,400.0,False
SPHC,2026-05-07,2026-05-12,5,6950.72,7175.0,7000.0,49.279999999999745,175.0,True
TTLC,2026-05-07,2026-05-12,5,2726.35,2740.0,2850.0,123.65000000000009,110.0,False
TTLS,2026-05-07,2026-05-12,5,2970.26,3005.0,2900.0,70.26000000000022,105.0,True
ABJC,2026-05-08,2026-05-12,4,2945.67,3020.0,2985.0,39.32999999999993,35.0,True
BNBC,2026-05-08,2026-05-12,4,1351.28,1335.0,1395.0,43.72000000000003,60.0,True
CFAC,2026-05-08,2026-05-12,4,1348.53,1400.0,1380.0,31.470000000000027,20.0,True
CIEC,2026-05-08,2026-05-12,4,3136.65,3345.0,3200.0,63.34999999999991,145.0,True
SDSC,2026-05-08,2026-05-12,4,1773.32,1800.0,1700.0,73.31999999999994,100.0,True
SHEC,2026-05-08,2026-05-12,4,1773.77,1895.0,2000.0,226.23000000000002,105.0,False
SICC,2026-05-08,2026-05-12,4,4260.3,4300.0,4400.0,139.69999999999982,100.0,False
SLBC,2026-05-08,2026-05-12,4,37454.36,37500.0,37900.0,445.6399999999994,400.0,False
SPHC,2026-05-08,2026-05-12,4,7026.02,7100.0,7000.0,26.020000000000437,100.0,True
TTLC,2026-05-08,2026-05-12,4,2717.02,2720.0,2850.0,132.98000000000002,130.0,False
TTLS,2026-05-08,2026-05-12,4,2971.49,3000.0,2900.0,71.48999999999978,100.0,True
ABJC,2026-05-09,2026-05-12,3,2910.45,2975.0,2985.0,74.55000000000018,10.0,False
BNBC,2026-05-09,2026-05-12,3,1327.23,1300.0,1395.0,67.76999999999998,95.0,True
CFAC,2026-05-09,2026-05-12,3,1343.37,1385.0,1380.0,36.63000000000011,5.0,True
CIEC,2026-05-09,2026-05-12,3,3124.17,3330.0,3200.0,75.82999999999993,130.0,True
SDSC,2026-05-09,2026-05-12,3,1742.74,1745.0,1700.0,42.74000000000001,45.0,True
SHEC,2026-05-09,2026-05-12,3,1813.38,1945.0,2000.0,186.6199999999999,55.0,False
SICC,2026-05-09,2026-05-12,3,4258.81,4290.0,4400.0,141.1899999999996,110.0,False
SLBC,2026-05-09,2026-05-12,3,37443.1,37500.0,37900.0,456.90000000000146,400.0,False
SPHC,2026-05-09,2026-05-12,3,7028.62,7050.0,7000.0,28.61999999999989,50.0,True
TTLC,2026-05-09,2026-05-12,3,2739.41,2750.0,2850.0,110.59000000000015,100.0,False
TTLS,2026-05-09,2026-05-12,3,2940.82,2950.0,2900.0,40.820000000000164,50.0,True
ABJC,2026-05-10,2026-05-12,2,2900.12,2975.0,2985.0,84.88000000000011,10.0,False
BNBC,2026-05-10,2026-05-12,2,1316.43,1300.0,1395.0,78.56999999999994,95.0,True
CFAC,2026-05-10,2026-05-12,2,1340.21,1385.0,1380.0,39.789999999999964,5.0,True
CIEC,2026-05-10,2026-05-12,2,3127.7,3330.0,3200.0,72.30000000000018,130.0,True
NEIC,2026-05-10,2026-05-12,2,1580.57,1745.0,1850.0,269.43000000000006,105.0,False
SDSC,2026-05-10,2026-05-12,2,1738.6,1745.0,1700.0,38.59999999999991,45.0,True
SHEC,2026-05-10,2026-05-12,2,1817.53,1945.0,2000.0,182.47000000000003,55.0,False
SICC,2026-05-10,2026-05-12,2,4256.25,4290.0,4400.0,143.75,110.0,False
SPHC,2026-05-10,2026-05-12,2,7028.78,7050.0,7000.0,28.779999999999745,50.0,True
TTLC,2026-05-10,2026-05-12,2,2742.32,2750.0,2850.0,107.67999999999984,100.0,False
TTLS,2026-05-10,2026-05-12,2,2926.12,2950.0,2900.0,26.11999999999989,50.0,True
ABJC,2026-05-11,2026-05-12,1,2930.69,2975.0,2985.0,54.309999999999945,10.0,False
BNBC,2026-05-11,2026-05-12,1,1308.83,1300.0,1395.0,86.17000000000007,95.0,True
SDSC,2026-05-11,2026-05-12,1,1741.38,1745.0,1700.0,41.38000000000011,45.0,True
SHEC,2026-05-11,2026-05-12,1,1869.25,1945.0,2000.0,130.75,55.0,False
SICC,2026-05-11,2026-05-12,1,4268.15,4290.0,4400.0,131.85000000000036,110.0,False
SPHC,2026-05-11,2026-05-12,1,7035.52,7050.0,7000.0,35.52000000000044,50.0,True
TTLC,2026-05-11,2026-05-12,1,2745.58,2750.0,2850.0,104.42000000000007,100.0,False
TTLS,2026-05-11,2026-05-12,1,2931.57,2950.0,2900.0,31.570000000000164,50.0,True
BICB,2026-05-13,2026-05-18,5,5096.73,5200.0,5200.0,103.27000000000044,0.0,True
BICC,2026-05-13,2026-05-18,5,25572.52,26300.0,26450.0,877.4799999999996,150.0,False
BNBC,2026-05-13,2026-05-18,5,1474.29,1495.0,1545.0,70.71000000000004,50.0,False
BOAB,2026-05-13,2026-05-18,5,8920.24,9420.0,9400.0,479.7600000000002,20.0,True
BOABF,2026-05-13,2026-05-18,5,5368.23,5410.0,5400.0,31.770000000000437,10.0,True
BOAC,2026-05-13,2026-05-18,5,8309.85,8585.0,8630.0,320.14999999999964,45.0,False
BOAM,2026-05-13,2026-05-18,5,4628.04,4680.0,4690.0,61.960000000000036,10.0,False
BOAN,2026-05-13,2026-05-18,5,3452.16,3440.0,3445.0,7.1599999999998545,5.0,True
BOAS,2026-05-13,2026-05-18,5,7235.56,7500.0,7595.0,359.4399999999996,95.0,False
CABC,2026-05-06,2026-05-12,6,4059.06,3410.0,3500.0,559.06,90.0,True
FTSC,2026-05-06,2026-05-12,6,2237.53,2195.0,2200.0,37.5300000000002,5.0,True
SEMC,2026-05-06,2026-05-12,6,1448.83,1495.0,1505.0,56.17000000000007,10.0,False
CABC,2026-05-07,2026-05-12,5,3862.01,3410.0,3500.0,362.0100000000002,90.0,True
FTSC,2026-05-07,2026-05-12,5,2230.18,2200.0,2200.0,30.179999999999836,0.0,False
NEIC,2026-05-07,2026-05-12,5,1506.28,1715.0,1850.0,343.72,135.0,False
SEMC,2026-05-07,2026-05-12,5,1432.75,1450.0,1505.0,72.25,55.0,False
SMBC,2026-05-07,2026-05-12,5,11494.93,11500.0,12100.0,605.0699999999997,600.0,False
STAC,2026-05-07,2026-05-12,5,2278.13,2850.0,2515.0,236.8699999999999,335.0,True
UNXC,2026-05-07,2026-05-12,5,1838.66,1865.0,1835.0,3.660000000000082,30.0,True
CABC,2026-05-08,2026-05-12,4,3691.24,3400.0,3500.0,191.23999999999978,100.0,True
FTSC,2026-05-08,2026-05-12,4,2221.01,2200.0,2200.0,21.01000000000022,0.0,False
NEIC,2026-05-08,2026-05-12,4,1570.49,1745.0,1850.0,279.51,105.0,False
SEMC,2026-05-08,2026-05-12,4,1450.07,1525.0,1505.0,54.930000000000064,20.0,True
UNXC,2026-05-08,2026-05-12,4,1819.48,1815.0,1835.0,15.519999999999982,20.0,True
CABC,2026-05-09,2026-05-12,3,3810.17,3500.0,3500.0,310.1700000000001,0.0,False
FTSC,2026-05-09,2026-05-12,3,2239.61,2220.0,2200.0,39.61000000000013,20.0,False
NEIC,2026-05-09,2026-05-12,3,1579.19,1745.0,1850.0,270.80999999999995,105.0,False
SEMC,2026-05-09,2026-05-12,3,1455.64,1525.0,1505.0,49.3599999999999,20.0,True
SMBC,2026-05-09,2026-05-12,3,11846.11,11995.0,12100.0,253.88999999999942,105.0,False
STAC,2026-05-09,2026-05-12,3,2309.43,2660.0,2515.0,205.57000000000016,145.0,True
UNXC,2026-05-09,2026-05-12,3,1798.67,1805.0,1835.0,36.32999999999993,30.0,False
CABC,2026-05-10,2026-05-12,2,3823.75,3500.0,3500.0,323.75,0.0,False
FTSC,2026-05-10,2026-05-12,2,2240.62,2220.0,2200.0,40.61999999999989,20.0,False
SEMC,2026-05-10,2026-05-12,2,1461.0,1525.0,1505.0,44.0,20.0,True
SMBC,2026-05-10,2026-05-12,2,11913.07,11995.0,12100.0,186.9300000000003,105.0,False
STAC,2026-05-10,2026-05-12,2,2311.09,2660.0,2515.0,203.90999999999985,145.0,True
UNXC,2026-05-10,2026-05-12,2,1788.28,1805.0,1835.0,46.72000000000003,30.0,False
FTSC,2026-05-11,2026-05-12,1,2230.49,2220.0,2200.0,30.48999999999978,20.0,False
NEIC,2026-05-11,2026-05-12,1,1646.03,1745.0,1850.0,203.97000000000003,105.0,False
SEMC,2026-05-11,2026-05-12,1,1474.01,1525.0,1505.0,30.99000000000001,20.0,True
SMBC,2026-05-11,2026-05-12,1,11948.45,11995.0,12100.0,151.54999999999927,105.0,False
STAC,2026-05-11,2026-05-12,1,2493.01,2660.0,2515.0,21.98999999999978,145.0,True
UNXC,2026-05-11,2026-05-12,1,1791.43,1805.0,1835.0,43.569999999999936,30.0,False
BICC,2026-05-04,2026-05-13,9,23702.6,24850.0,26300.0,2597.4000000000015,1450.0,False
ECOC,2026-05-04,2026-05-13,9,16158.35,16300.0,16200.0,41.649999999999636,100.0,True
NSBC,2026-05-04,2026-05-13,9,14751.26,13900.0,13810.0,941.2600000000002,90.0,False
SGBC,2026-05-04,2026-05-13,9,33855.79,34095.0,34990.0,1134.2099999999991,895.0,False
BICC,2026-05-05,2026-05-13,8,23681.08,24445.0,26300.0,2618.9199999999983,1855.0,False
ECOC,2026-05-05,2026-05-13,8,16071.5,16000.0,16200.0,128.5,200.0,True
NSBC,2026-05-05,2026-05-13,8,14710.81,14000.0,13810.0,900.8099999999995,190.0,False
SGBC,2026-05-05,2026-05-13,8,33559.11,33000.0,34990.0,1430.8899999999994,1990.0,True
BICC,2026-05-07,2026-05-13,6,24151.59,24995.0,26300.0,2148.41,1305.0,False
BICC,2026-05-06,2026-05-13,7,23930.15,24990.0,26300.0,2369.8499999999985,1310.0,False
ECOC,2026-05-06,2026-05-13,7,16056.02,16100.0,16200.0,143.97999999999956,100.0,False
NSBC,2026-05-06,2026-05-13,7,14610.1,14000.0,13810.0,800.1000000000004,190.0,False
SGBC,2026-05-06,2026-05-13,7,33383.16,33100.0,34990.0,1606.8399999999965,1890.0,True
ECOC,2026-05-07,2026-05-13,6,16055.14,16100.0,16200.0,144.86000000000058,100.0,False
NSBC,2026-05-07,2026-05-13,6,14503.36,14010.0,13810.0,693.3600000000006,200.0,False
SGBC,2026-05-07,2026-05-13,6,33364.96,33400.0,34990.0,1625.0400000000009,1590.0,False
BICC,2026-05-08,2026-05-13,5,24424.91,25200.0,26300.0,1875.0900000000001,1100.0,False
ECOC,2026-05-08,2026-05-13,5,16135.05,16300.0,16200.0,64.95000000000073,100.0,True
NSBC,2026-05-08,2026-05-13,5,14381.97,14000.0,13810.0,571.9699999999993,190.0,False
SGBC,2026-05-08,2026-05-13,5,33488.66,33800.0,34990.0,1501.3399999999965,1190.0,False
BICC,2026-05-09,2026-05-13,4,24826.92,26000.0,26300.0,1473.0800000000017,300.0,False
ECOC,2026-05-09,2026-05-13,4,16363.92,16800.0,16200.0,163.92000000000007,600.0,True
NSBC,2026-05-09,2026-05-13,4,14389.35,14010.0,13810.0,579.3500000000004,200.0,False
SGBC,2026-05-09,2026-05-13,4,33776.36,34500.0,34990.0,1213.6399999999994,490.0,False
BICC,2026-05-10,2026-05-13,3,25040.17,26000.0,26300.0,1259.8300000000017,300.0,False
ECOC,2026-05-10,2026-05-13,3,16500.69,16800.0,16200.0,300.6899999999987,600.0,True
NSBC,2026-05-10,2026-05-13,3,14391.73,14010.0,13810.0,581.7299999999996,200.0,False
BICC,2026-05-11,2026-05-13,2,25325.78,26000.0,26300.0,974.2200000000012,300.0,False
ECOC,2026-05-11,2026-05-13,2,16603.13,16800.0,16200.0,403.130000000001,600.0,True
NSBC,2026-05-11,2026-05-13,2,14275.35,14010.0,13810.0,465.35000000000036,200.0,False
SGBC,2026-05-11,2026-05-13,2,34116.77,34500.0,34990.0,873.2300000000032,490.0,False
BICC,2026-05-12,2026-05-13,1,25602.54,26200.0,26300.0,697.4599999999991,100.0,False
ECOC,2026-05-12,2026-05-13,1,16454.61,16200.0,16200.0,254.61000000000058,0.0,False
NSBC,2026-05-12,2026-05-13,1,14041.79,13850.0,13810.0,231.79000000000087,40.0,False
SGBC,2026-05-12,2026-05-13,1,34311.8,34800.0,34990.0,678.1999999999971,190.0,False
CABC,2026-05-13,2026-05-18,5,3671.62,3400.0,3495.0,176.6199999999999,95.0,True
CBIBF,2026-05-13,2026-05-18,5,16249.43,17400.0,19905.0,3655.5699999999997,2505.0,False
CFAC,2026-05-13,2026-05-18,5,1334.64,1380.0,1555.0,220.3599999999999,175.0,False
CIEC,2026-05-13,2026-05-18,5,3121.39,3295.0,3290.0,168.61000000000013,5.0,True
ECOC,2026-05-13,2026-05-18,5,16299.52,16200.0,16300.0,0.47999999999956344,100.0,True
ETIT,2026-05-13,2026-05-18,5,28.23,30.0,29.0,0.7699999999999996,1.0,True
FTSC,2026-05-13,2026-05-18,5,2258.19,2240.0,2250.0,8.190000000000055,10.0,True
NEIC,2026-05-13,2026-05-18,5,1682.73,1890.0,1920.0,237.26999999999998,30.0,False
NSBC,2026-05-13,2026-05-18,5,14089.18,13810.0,15000.0,910.8199999999997,1190.0,True
NTLC,2026-05-13,2026-05-18,5,11669.46,11700.0,11750.0,80.54000000000087,50.0,False
ONTBF,2026-05-13,2026-05-18,5,2684.55,2680.0,2795.0,110.44999999999982,115.0,True
ORAC,2026-05-13,2026-05-18,5,15016.04,15050.0,15150.0,133.95999999999913,100.0,False
ORGT,2026-05-13,2026-05-18,5,2706.6,2740.0,2435.0,271.5999999999999,305.0,True
PALC,2026-05-13,2026-05-18,5,7902.37,7850.0,7700.0,202.3699999999999,150.0,False
SAFC,2026-05-13,2026-05-18,5,3242.29,3745.0,3990.0,747.71,245.0,False
SDSC,2026-05-13,2026-05-18,5,1733.33,1745.0,1750.0,16.670000000000073,5.0,False
SEMC,2026-05-13,2026-05-18,5,1455.81,1500.0,1505.0,49.190000000000055,5.0,False
SGBC,2026-05-13,2026-05-18,5,34458.16,34990.0,35985.0,1526.8399999999965,995.0,False
SHEC,2026-05-13,2026-05-18,5,1816.33,1940.0,1980.0,163.67000000000007,40.0,False
SIBC,2026-05-13,2026-05-18,5,7046.96,7295.0,7500.0,453.03999999999996,205.0,False
SIBC,2026-05-05,2026-05-13,8,6581.39,7100.0,7295.0,713.6099999999997,195.0,False
CBIBF,2026-05-07,2026-05-13,6,15342.41,16700.0,17400.0,2057.59,700.0,False
BICB,2026-05-07,2026-05-13,6,5079.5,5200.0,5200.0,120.5,0.0,True
BICB,2026-05-06,2026-05-13,7,5072.13,5125.0,5200.0,127.86999999999989,75.0,False
BOAB,2026-05-06,2026-05-13,7,8328.82,9200.0,9420.0,1091.1800000000003,220.0,False
BOABF,2026-05-06,2026-05-13,7,5352.9,5405.0,5410.0,57.100000000000364,5.0,False
BOAC,2026-05-06,2026-05-13,7,7961.07,8590.0,8585.0,623.9300000000003,5.0,True
BOAM,2026-05-06,2026-05-13,7,4552.64,4690.0,4680.0,127.35999999999967,10.0,True
BOAN,2026-05-06,2026-05-13,7,3572.54,3580.0,3440.0,132.53999999999996,140.0,True
BOAS,2026-05-06,2026-05-13,7,6773.93,7240.0,7500.0,726.0699999999997,260.0,False
CBIBF,2026-05-06,2026-05-13,7,15132.95,16700.0,17400.0,2267.0499999999993,700.0,False
ETIT,2026-05-06,2026-05-13,7,25.88,29.0,30.0,4.120000000000001,1.0,False
BOAB,2026-05-07,2026-05-13,6,8503.0,9340.0,9420.0,917.0,80.0,False
BOABF,2026-05-07,2026-05-13,6,5355.87,5405.0,5410.0,54.13000000000011,5.0,False
BOAC,2026-05-07,2026-05-13,6,8146.25,8785.0,8585.0,438.75,200.0,True
BOAM,2026-05-07,2026-05-13,6,4571.19,4680.0,4680.0,108.8100000000004,0.0,True
BOAN,2026-05-07,2026-05-13,6,3530.6,3500.0,3440.0,90.59999999999991,60.0,False
BOAS,2026-05-07,2026-05-13,6,6847.93,7225.0,7500.0,652.0699999999997,275.0,False
CBIBF,2026-05-08,2026-05-13,5,15529.76,16600.0,17400.0,1870.2399999999998,800.0,False
ETIT,2026-05-08,2026-05-13,5,27.37,30.0,30.0,2.629999999999999,0.0,True
SIBC,2026-05-08,2026-05-13,5,6835.76,7150.0,7295.0,459.2399999999998,145.0,False
BICB,2026-05-09,2026-05-13,4,5081.05,5225.0,5200.0,118.94999999999982,25.0,True
BOAB,2026-05-09,2026-05-13,4,8701.33,9400.0,9420.0,718.6700000000001,20.0,False
BOABF,2026-05-09,2026-05-13,4,5354.45,5400.0,5410.0,55.55000000000018,10.0,False
BOAC,2026-05-09,2026-05-13,4,8261.43,8705.0,8585.0,323.5699999999997,120.0,True
BOAM,2026-05-09,2026-05-13,4,4619.13,4700.0,4680.0,60.86999999999989,20.0,True
BOAN,2026-05-09,2026-05-13,4,3494.6,3485.0,3440.0,54.59999999999991,45.0,False
BOAS,2026-05-09,2026-05-13,4,7032.26,7390.0,7500.0,467.7399999999998,110.0,False
CBIBF,2026-05-09,2026-05-13,4,15626.75,16800.0,17400.0,1773.25,600.0,False
ETIT,2026-05-09,2026-05-13,4,27.59,30.0,30.0,2.41,0.0,True
SIBC,2026-05-09,2026-05-13,4,6807.18,7095.0,7295.0,487.8199999999997,200.0,False
BICB,2026-05-10,2026-05-13,3,5085.1,5225.0,5200.0,114.89999999999964,25.0,True
BOAB,2026-05-10,2026-05-13,3,8726.65,9400.0,9420.0,693.3500000000004,20.0,False
BOABF,2026-05-10,2026-05-13,3,5350.24,5400.0,5410.0,59.76000000000022,10.0,False
BOAC,2026-05-10,2026-05-13,3,8274.5,8705.0,8585.0,310.5,120.0,True
BOAM,2026-05-10,2026-05-13,3,4615.69,4700.0,4680.0,64.3100000000004,20.0,True
BOAN,2026-05-10,2026-05-13,3,3489.24,3485.0,3440.0,49.23999999999978,45.0,False
BOAS,2026-05-10,2026-05-13,3,7055.5,7390.0,7500.0,444.5,110.0,False
CBIBF,2026-05-10,2026-05-13,3,15642.38,16800.0,17400.0,1757.6200000000008,600.0,False
ETIT,2026-05-10,2026-05-13,3,27.64,30.0,30.0,2.3599999999999994,0.0,True
SIBC,2026-05-10,2026-05-13,3,6802.55,7095.0,7295.0,492.4499999999998,200.0,False
BICB,2026-05-11,2026-05-13,2,5102.5,5225.0,5200.0,97.5,25.0,True
BOAB,2026-05-11,2026-05-13,2,8894.46,9400.0,9420.0,525.5400000000009,20.0,False
BOABF,2026-05-11,2026-05-13,2,5362.82,5400.0,5410.0,47.18000000000029,10.0,False
BOAC,2026-05-11,2026-05-13,2,8403.82,8705.0,8585.0,181.1800000000003,120.0,True
BOAM,2026-05-11,2026-05-13,2,4645.79,4700.0,4680.0,34.210000000000036,20.0,True
BOAN,2026-05-11,2026-05-13,2,3487.14,3485.0,3440.0,47.13999999999987,45.0,False
BOAS,2026-05-11,2026-05-13,2,7151.88,7390.0,7500.0,348.1199999999999,110.0,False
CBIBF,2026-05-11,2026-05-13,2,15921.38,16800.0,17400.0,1478.6200000000008,600.0,False
SIBC,2026-05-11,2026-05-13,2,6889.95,7095.0,7295.0,405.0500000000002,200.0,False
BICB,2026-05-12,2026-05-13,1,5109.27,5170.0,5200.0,90.72999999999956,30.0,False
BOAB,2026-05-12,2026-05-13,1,9079.4,9405.0,9420.0,340.60000000000036,15.0,False
BOABF,2026-05-12,2026-05-13,1,5383.24,5410.0,5410.0,26.76000000000022,0.0,True
BOAC,2026-05-12,2026-05-13,1,8484.91,8650.0,8585.0,100.09000000000015,65.0,True
BOAM,2026-05-12,2026-05-13,1,4657.34,4685.0,4680.0,22.659999999999854,5.0,True
BOAN,2026-05-12,2026-05-13,1,3470.86,3450.0,3440.0,30.860000000000127,10.0,False
BOAS,2026-05-12,2026-05-13,1,7285.3,7450.0,7500.0,214.69999999999982,50.0,False
CBIBF,2026-05-12,2026-05-13,1,16297.68,16800.0,17400.0,1102.3199999999997,600.0,False
SIBC,2026-05-12,2026-05-13,1,7017.26,7140.0,7295.0,277.7399999999998,155.0,False
SICC,2026-05-13,2026-05-18,5,4365.08,4390.0,4305.0,60.07999999999993,85.0,True
SLBC,2026-05-13,2026-05-18,5,37529.84,37500.0,37900.0,370.1600000000035,400.0,True
SMBC,2026-05-13,2026-05-18,5,12338.64,12685.0,12895.0,556.3600000000006,210.0,False
SNTS,2026-05-13,2026-05-18,5,28837.03,28910.0,28900.0,62.970000000001164,10.0,True
SOGC,2026-05-13,2026-05-18,5,7443.42,7400.0,7485.0,41.57999999999993,85.0,True
SPHC,2026-05-13,2026-05-18,5,6990.76,6995.0,6985.0,5.760000000000218,10.0,True
STAC,2026-05-13,2026-05-18,5,2312.46,2600.0,2660.0,347.53999999999996,60.0,False
TTLC,2026-05-13,2026-05-18,5,3022.82,3060.0,2910.0,112.82000000000016,150.0,True
TTLS,2026-05-13,2026-05-18,5,2853.34,2845.0,3005.0,151.65999999999985,160.0,True
UNLC,2026-05-13,2026-05-18,5,58898.83,56100.0,59950.0,1051.1699999999983,3850.0,True
UNXC,2026-05-13,2026-05-18,5,1797.61,1825.0,1835.0,37.3900000000001,10.0,False
ABJC,2026-05-14,2026-05-18,4,2805.44,2850.0,2850.0,44.559999999999945,0.0,True
BICB,2026-05-14,2026-05-18,4,5099.68,5220.0,5200.0,100.31999999999971,20.0,True
BICC,2026-05-14,2026-05-18,4,25677.84,26400.0,26450.0,772.1599999999999,50.0,False
BNBC,2026-05-14,2026-05-18,4,1568.35,1590.0,1545.0,23.34999999999991,45.0,True
BOAB,2026-05-14,2026-05-18,4,8921.96,9410.0,9400.0,478.0400000000009,10.0,True
BOABF,2026-05-14,2026-05-18,4,5364.82,5405.0,5400.0,35.18000000000029,5.0,True
BOAC,2026-05-14,2026-05-18,4,8304.16,8600.0,8630.0,325.84000000000015,30.0,False
BOAM,2026-05-14,2026-05-18,4,4623.34,4675.0,4690.0,66.65999999999985,15.0,False
BOAN,2026-05-14,2026-05-18,4,3420.09,3395.0,3445.0,24.909999999999854,50.0,True
BOAS,2026-05-14,2026-05-18,4,7281.53,7555.0,7595.0,313.47000000000025,40.0,False
SNTS,2026-05-05,2026-05-13,8,28576.75,28900.0,28910.0,333.25,10.0,False
SOGC,2026-05-05,2026-05-13,8,7507.83,7600.0,7400.0,107.82999999999993,200.0,True
UNLC,2026-05-05,2026-05-13,8,64799.34,60500.0,56100.0,8699.339999999997,4400.0,False
UNLC,2026-05-06,2026-05-13,7,63364.0,59000.0,56100.0,7264.0,2900.0,False
NTLC,2026-05-06,2026-05-13,7,12166.63,11700.0,11700.0,466.6299999999992,0.0,False
ONTBF,2026-05-06,2026-05-13,7,2715.38,2710.0,2680.0,35.38000000000011,30.0,False
ORAC,2026-05-06,2026-05-13,7,15119.6,15200.0,15050.0,69.60000000000036,150.0,True
ORGT,2026-05-06,2026-05-13,7,3106.99,2975.0,2740.0,366.9899999999998,235.0,False
PALC,2026-05-06,2026-05-13,7,7276.08,6995.0,7850.0,573.9200000000001,855.0,True
SAFC,2026-05-06,2026-05-13,7,1908.74,3500.0,3745.0,1836.26,245.0,False
NTLC,2026-05-07,2026-05-13,6,12094.22,11900.0,11700.0,394.21999999999935,200.0,False
ONTBF,2026-05-07,2026-05-13,6,2699.31,2710.0,2680.0,19.309999999999945,30.0,True
ORAC,2026-05-07,2026-05-13,6,15147.59,15200.0,15050.0,97.59000000000015,150.0,True
