ticker,date,signal,score,market_regime,liquidity_tier,confidence,regime_bull,vol_20d,price_signal,cj5,cj10,cj20,cj30,cj60,cj90
ORGT,2026-05-03,EVITER,24,BULL,liquid,73,1,6308.1,3250.0,1,1,1,0.0,,
SCRC,2026-05-03,EVITER,32,BULL,liquid,73,1,12832.3,1990.0,0,0,0,0.0,,
SDSC,2026-05-03,EVITER,30,BULL,liquid,73,1,9436.8,1775.0,0,1,1,0.0,,
SEMC,2026-05-03,EVITER,24,BULL,liquid,73,1,5363.95,1600.0,1,1,1,0.0,,
BOAB,2026-05-03,ACHAT,76,BULL,liquid,100,1,5870.2,8850.0,1,1,1,0.0,,
BOAC,2026-05-03,ACHAT,68,BULL,liquid,100,1,15030.95,9190.0,0,0,0,0.0,,
SLBC,2026-05-03,EVITER,40,BULL,illiquid,42,1,172.85,35540.0,0,0,0,0.0,,
SOGC,2026-05-03,EVITER,38,BULL,illiquid,60,1,5772.5,7100.0,0,0,0,0.0,,
SPHC,2026-05-03,EVITER,39,BULL,prestige,60,1,3384.45,6800.0,0,0,0,0.0,,
BOAS,2026-05-04,ACHAT,70,BULL,liquid,100,1,5764.6,7045.0,1,1,1,0.0,,
BOAN,2026-05-04,ACHAT,72,BULL,liquid,100,1,15944.35,3660.0,0,0,1,0.0,,
BOAC,2026-05-04,ACHAT,68,BULL,liquid,100,1,14758.5,9190.0,0,0,0,0.0,,
SLBC,2026-05-04,EVITER,41,BULL,illiquid,42,1,158.3,35540.0,0,0,0,0.0,,
SEMC,2026-05-04,EVITER,25,BULL,liquid,73,1,5353.65,1600.0,1,1,1,0.0,,
SDSC,2026-05-04,EVITER,30,BULL,liquid,73,1,9360.55,1775.0,1,0,1,0.0,,
SOGC,2026-05-04,EVITER,38,BULL,illiquid,60,1,6046.35,7100.0,0,0,0,0.0,,
BOAB,2026-05-04,ACHAT,75,BULL,liquid,100,1,5869.9,8850.0,1,1,1,0.0,,
ECOC,2026-05-04,ACHAT,70,BULL,prestige,100,1,2132.0,16300.0,1,0,0,0.0,,
NEIC,2026-05-04,ACHAT,74,BULL,liquid,100,1,14866.6,1900.0,0,1,1,0.0,,
ORGT,2026-05-04,EVITER,24,BULL,liquid,73,1,6268.3,3250.0,1,1,1,0.0,,
PRSC,2026-05-04,EVITER,44,BULL,illiquid,49,1,593.0,4600.0,1,1,1,0.0,,
SCRC,2026-05-04,EVITER,33,BULL,liquid,73,1,11589.7,1990.0,0,0,0,0.0,,
NTLC,2026-05-05,EVITER,36,BEAR,prestige,60,0,2978.6,11900.0,1,1,0,0.0,,
ORGT,2026-05-05,EVITER,29,BEAR,liquid,87,0,6228.5,3215.0,1,1,1,0.0,,
SEMC,2026-05-05,EVITER,28,BEAR,liquid,73,0,5343.35,1500.0,0,0,1,0.0,,
SHEC,2026-05-05,EVITER,39,BEAR,liquid,60,0,4267.65,1850.0,0,0,0,0.0,,
BNBC,2026-05-05,EVITER,40,BEAR,illiquid,54,0,841.4,1345.0,1,0,0,0.0,,
PRSC,2026-05-05,EVITER,36,BEAR,illiquid,50,0,580.45,3940.0,1,1,0,0.0,,
ABJC,2026-05-05,EVITER,42,BEAR,illiquid,60,0,3486.4,3095.0,1,1,1,0.0,,
TTLS,2026-05-05,EVITER,34,BEAR,prestige,60,0,2010.2,3000.0,1,0,0,0.0,,
SPHC,2026-05-05,EVITER,33,BEAR,prestige,60,0,3414.65,6720.0,0,0,0,0.0,,
NTLC,2026-05-06,EVITER,36,BEAR,prestige,60,0,2990.55,11700.0,1,0,0,0.0,,
ORGT,2026-05-06,EVITER,35,BEAR,liquid,73,0,6106.75,2975.0,1,1,0,0.0,,
PALC,2026-05-06,EVITER,26,BEAR,prestige,60,0,1827.95,6995.0,0,0,0,0.0,,
PRSC,2026-05-06,EVITER,31,BEAR,illiquid,51,0,650.5,3660.0,0,0,0,0.0,,
SDSC,2026-05-06,EVITER,22,BEAR,liquid,73,0,10267.25,1700.0,0,0,0,0.0,,
SEMC,2026-05-06,EVITER,23,BEAR,liquid,73,0,5297.95,1495.0,0,0,0,0.0,,
SGBC,2026-05-06,EVITER,35,BEAR,prestige,60,0,14258.6,33100.0,0,0,0,0.0,,
SHEC,2026-05-06,EVITER,34,BEAR,liquid,60,0,4235.85,1845.0,0,0,0,0.0,,
SPHC,2026-05-06,EVITER,34,BEAR,prestige,60,0,3530.9,6800.0,0,0,0,0.0,,
TTLS,2026-05-06,EVITER,29,BEAR,prestige,60,0,1847.05,3005.0,1,0,0,0.0,,
UNXC,2026-05-06,EVITER,39,BEAR,liquid,60,0,10884.7,1875.0,1,1,0,0.0,,
CABC,2026-05-06,EVITER,44,BEAR,illiquid,60,0,2035.45,3410.0,0,0,0,0.0,,
ABJC,2026-05-06,EVITER,43,BEAR,illiquid,60,0,3718.15,3015.0,1,1,0,0.0,,
BNBC,2026-05-06,EVITER,35,BEAR,illiquid,54,0,912.25,1280.0,0,0,0,0.0,,
PRSC,2026-05-07,EVITER,34,BEAR,illiquid,51,0,673.9,3700.0,1,1,0,0.0,,
ABJC,2026-05-07,EVITER,43,BEAR,illiquid,60,0,4062.4,3015.0,1,1,0,0.0,,
BNBC,2026-05-07,EVITER,38,BEAR,illiquid,56,0,921.75,1350.0,0,0,0,0.0,,
ETIT,2026-05-07,EVITER,35,BEAR,liquid,87,0,1303871.15,29.0,0,0,0,0.0,,
NTLC,2026-05-07,EVITER,39,BEAR,prestige,60,0,3015.95,11900.0,1,1,0,0.0,,
ORGT,2026-05-07,EVITER,39,BEAR,liquid,73,0,6398.85,2975.0,1,1,0,0.0,,
SDSC,2026-05-07,EVITER,22,BEAR,liquid,73,0,10091.0,1685.0,0,0,0,0.0,,
SEMC,2026-05-07,EVITER,37,BEAR,liquid,60,0,5177.5,1450.0,0,0,0,0.0,,
SGBC,2026-05-07,EVITER,38,BEAR,prestige,60,0,14262.8,33400.0,0,0,0,0.0,,
TTLS,2026-05-07,EVITER,34,BEAR,prestige,60,0,1710.95,3005.0,1,0,0,0.0,,
NTLC,2026-05-08,EVITER,33,BEAR,prestige,60,0,3052.6,11700.0,0,0,0,0.0,,
ORGT,2026-05-08,EVITER,27,BEAR,liquid,73,0,6872.25,2755.0,1,1,0,0.0,,
PRSC,2026-05-08,EVITER,33,BEAR,illiquid,51,0,691.05,3695.0,1,0,0,0.0,,
SDSC,2026-05-08,EVITER,39,BEAR,liquid,87,0,9945.6,1800.0,1,1,0,0.0,,
SEMC,2026-05-08,EVITER,39,BEAR,liquid,73,0,5387.35,1525.0,1,1,0,0.0,,
UNXC,2026-05-08,EVITER,34,BEAR,liquid,60,0,10532.3,1815.0,0,0,0,0.0,,
ABJC,2026-05-08,EVITER,34,BEAR,illiquid,60,0,4475.65,3020.0,1,1,0,0.0,,
BNBC,2026-05-08,EVITER,36,BEAR,illiquid,56,0,998.6,1335.0,0,0,0,0.0,,
CABC,2026-05-08,EVITER,43,BEAR,illiquid,60,0,1896.05,3400.0,0,0,0,0.0,,
BNBC,2026-05-09,EVITER,38,BEAR,illiquid,60,0,1050.2,1300.0,0,0,0,0.0,,
PRSC,2026-05-09,EVITER,31,BEAR,illiquid,51,0,709.75,3695.0,0,1,0,0.0,,
ORGT,2026-05-09,EVITER,38,BEAR,liquid,73,0,6975.5,2550.0,0,1,0,0.0,,
NTLC,2026-05-09,EVITER,34,BEAR,prestige,60,0,3048.5,11650.0,1,0,0,0.0,,
SEMC,2026-05-09,EVITER,33,BEAR,liquid,73,0,5177.05,1525.0,0,1,0,0.0,,
ABJC,2026-05-09,EVITER,30,BEAR,illiquid,60,0,4399.05,2975.0,1,1,0,0.0,,
UNXC,2026-05-09,EVITER,29,BEAR,liquid,60,0,10541.65,1805.0,0,0,0,0.0,,
STAC,2026-05-09,EVITER,32,BEAR,liquid,60,0,2624.05,2660.0,0,0,0,0.0,,
ABJC,2026-05-10,EVITER,30,BEAR,illiquid,60,0,4365.8,2975.0,1,1,0,0.0,,
BNBC,2026-05-10,EVITER,38,BEAR,illiquid,60,0,1475.15,1300.0,0,0,0,0.0,,
NTLC,2026-05-10,EVITER,34,BEAR,prestige,60,0,3061.7,11650.0,1,0,0,0.0,,
ORGT,2026-05-10,EVITER,38,BEAR,liquid,73,0,7641.4,2550.0,0,1,0,0.0,,
PRSC,2026-05-10,EVITER,31,BEAR,illiquid,51,0,712.85,3695.0,0,0,0,0.0,,
SEMC,2026-05-10,EVITER,35,BEAR,liquid,73,0,4819.2,1525.0,0,1,0,0.0,,
STAC,2026-05-10,EVITER,33,BEAR,liquid,60,0,2570.3,2660.0,0,0,0,0.0,,
UNXC,2026-05-10,EVITER,29,BEAR,liquid,60,0,10605.95,1805.0,0,1,0,0.0,,
ABJC,2026-05-11,EVITER,30,BEAR,illiquid,60,0,4332.55,2975.0,1,1,0,0.0,,
BNBC,2026-05-11,EVITER,38,BEAR,illiquid,60,0,1900.1,1300.0,0,0,0,0.0,,
ORGT,2026-05-11,EVITER,37,BEAR,liquid,73,0,8307.3,2550.0,1,1,0,0.0,,
PRSC,2026-05-11,EVITER,30,BEAR,illiquid,52,0,715.95,3695.0,0,0,0,0.0,,
SEMC,2026-05-11,EVITER,36,BEAR,liquid,73,0,4461.35,1525.0,1,1,0,0.0,,
STAC,2026-05-11,EVITER,34,BEAR,liquid,60,0,2516.55,2660.0,0,0,0,0.0,,
UNXC,2026-05-11,EVITER,29,BEAR,liquid,60,0,10670.25,1805.0,0,1,0,0.0,,
ABJC,2026-05-12,EVITER,34,BEAR,illiquid,60,0,4423.6,2985.0,1,1,0,0.0,,
BNBC,2026-05-12,EVITER,38,BEAR,illiquid,60,0,2334.4,1395.0,0,0,0,0.0,,
PRSC,2026-05-12,EVITER,34,BEAR,illiquid,51,0,741.65,3650.0,0,0,0,0.0,,
SDSC,2026-05-12,EVITER,36,BEAR,liquid,73,0,25509.65,1700.0,0,1,0,0.0,,
SEMC,2026-05-12,EVITER,35,BEAR,liquid,73,0,4492.25,1505.0,0,1,0,0.0,,
UNXC,2026-05-12,EVITER,36,BEAR,liquid,60,0,10636.8,1835.0,0,1,0,0.0,,
ORGT,2026-05-13,EVITER,29,BEAR,liquid,73,0,9488.6,2740.0,1,1,0,0.0,,
ABJC,2026-05-13,EVITER,36,BEAR,illiquid,60,0,4786.7,2980.0,1,1,0,0.0,,
CABC,2026-05-13,EVITER,42,BEAR,illiquid,60,0,1738.55,3400.0,0,0,0,0.0,,
PRSC,2026-05-13,EVITER,31,BEAR,illiquid,52,0,717.85,3690.0,0,0,0,0.0,,
SEMC,2026-05-13,EVITER,36,BEAR,liquid,73,0,4579.3,1500.0,0,1,0,0.0,,
STAC,2026-05-13,EVITER,29,BEAR,liquid,60,0,2591.1,2600.0,0,0,0,0.0,,
TTLS,2026-05-13,EVITER,36,BEAR,prestige,60,0,1348.85,2845.0,0,0,0,0.0,,
UNXC,2026-05-13,EVITER,37,BEAR,liquid,60,0,10882.4,1825.0,0,1,0,0.0,,
ABJC,2026-05-14,EVITER,31,BULL,illiquid,60,1,4967.7,2850.0,1,0,0,0.0,,
BOAB,2026-05-14,ACHAT,74,BULL,liquid,87,1,5932.55,9410.0,0,0,0,0.0,,
BOAS,2026-05-14,ACHAT,91,BULL,liquid,100,1,5751.95,7555.0,1,1,0,0.0,,
CBIBF,2026-05-14,ACHAT,98,BULL,liquid,99,1,877.7,18700.0,1,1,0,0.0,,
ETIT,2026-05-14,ACHAT,67,BULL,liquid,87,1,652280.4,30.0,0,0,0,0.0,,
FTSC,2026-05-14,ACHAT,67,BULL,liquid,100,1,1609.5,2250.0,1,1,0,0.0,,
NEIC,2026-05-14,ACHAT,77,BULL,liquid,100,1,15845.05,1990.0,0,0,0,0.0,,
ORAC,2026-05-14,ACHAT,71,BULL,prestige,62,1,553.95,15000.0,1,1,0,0.0,,
ORGT,2026-05-14,EVITER,28,BULL,liquid,73,1,9470.6,2575.0,1,0,0,0.0,,
PRSC,2026-05-14,EVITER,31,BULL,illiquid,52,1,751.2,3695.0,1,0,0,0.0,,
SCRC,2026-05-14,ACHAT,92,BULL,liquid,100,1,10236.7,2455.0,0,1,0,0.0,,
SIBC,2026-05-14,ACHAT,67,BULL,prestige,100,1,5316.9,7300.0,1,1,0,0.0,,
SMBC,2026-05-14,ACHAT,78,BULL,prestige,91,1,660.15,12295.0,1,1,0,0.0,,
SNTS,2026-05-14,ACHAT,62,BULL,prestige,87,1,6796.45,28950.0,0,0,0,0.0,,
TTLC,2026-05-14,ACHAT,89,BULL,prestige,100,1,4779.75,2995.0,0,0,0,0.0,,
ABJC,2026-05-15,EVITER,31,BULL,illiquid,60,1,5070.05,2850.0,0,0,0,0.0,,
BOAB,2026-05-15,ACHAT,74,BULL,liquid,87,1,5728.0,9410.0,0,0,0,0.0,,
BOABF,2026-05-15,EVITER,39,BULL,liquid,60,1,4629.7,5405.0,0,0,0,0.0,,
BOAS,2026-05-15,ACHAT,89,BULL,liquid,100,1,6167.7,7555.0,1,1,0,0.0,,
CBIBF,2026-05-15,ACHAT,98,BULL,liquid,100,1,1216.3,18700.0,1,1,0,0.0,,
ETIT,2026-05-15,ACHAT,67,BULL,liquid,87,1,612008.55,30.0,0,0,0,0.0,,
FTSC,2026-05-15,ACHAT,68,BULL,liquid,100,1,1640.45,2250.0,1,1,0,0.0,,
NEIC,2026-05-15,ACHAT,77,BULL,liquid,100,1,10137.05,1990.0,0,0,0,0.0,,
ORAC,2026-05-15,ACHAT,67,BULL,prestige,50,1,566.0,15000.0,1,1,0,0.0,,
ORGT,2026-05-15,EVITER,29,BULL,liquid,73,1,9674.45,2575.0,1,0,0,0.0,,
PRSC,2026-05-15,EVITER,32,BULL,illiquid,53,1,775.45,3695.0,0,0,0,0.0,,
SCRC,2026-05-15,ACHAT,91,BULL,liquid,100,1,10175.05,2455.0,0,1,0,0.0,,
SIBC,2026-05-15,ACHAT,68,BULL,prestige,100,1,5182.5,7300.0,1,1,0,0.0,,
SMBC,2026-05-15,ACHAT,76,BULL,prestige,92,1,701.95,12295.0,1,1,0,0.0,,
SNTS,2026-05-15,ACHAT,62,BULL,prestige,87,1,6838.45,28950.0,1,0,0,0.0,,
TTLC,2026-05-15,ACHAT,88,BULL,prestige,100,1,5208.0,2995.0,0,0,0,0.0,,
ABJC,2026-05-16,EVITER,30,BULL,illiquid,60,1,5056.7,2850.0,0,0,0,0.0,,
BOAB,2026-05-16,ACHAT,72,BULL,liquid,87,1,5786.35,9400.0,1,0,0,0.0,,
BOABF,2026-05-16,EVITER,37,BULL,liquid,60,1,4472.3,5400.0,0,0,0,0.0,,
BOAM,2026-05-16,ACHAT,72,BULL,liquid,87,1,4546.05,4690.0,1,0,0,0.0,,
BOAS,2026-05-16,ACHAT,85,BULL,liquid,100,1,6608.15,7595.0,1,0,0,0.0,,
CBIBF,2026-05-16,ACHAT,87,BULL,liquid,100,1,1583.55,19905.0,1,0,0,0.0,,
FTSC,2026-05-16,ACHAT,72,BULL,liquid,100,1,1590.5,2250.0,1,0,0,0.0,,
ORGT,2026-05-16,EVITER,38,BULL,liquid,73,1,9506.15,2435.0,0,0,0,0.0,,
PRSC,2026-05-16,EVITER,33,BULL,illiquid,53,1,806.7,3695.0,0,0,0,0.0,,
SCRC,2026-05-16,ACHAT,82,BULL,liquid,100,1,10665.15,2550.0,0,0,0,0.0,,
SEMC,2026-05-16,EVITER,32,BULL,liquid,73,1,4615.95,1505.0,1,0,0,0.0,,
SGBC,2026-05-16,ACHAT,62,BULL,prestige,100,1,6470.25,35985.0,1,0,0,0.0,,
SIBC,2026-05-16,ACHAT,74,BULL,prestige,100,1,5148.2,7500.0,1,0,0,0.0,,
SMBC,2026-05-16,ACHAT,73,BULL,prestige,91,1,737.85,12895.0,0,0,0,0.0,,
SNTS,2026-05-16,ACHAT,75,BULL,prestige,87,1,6983.15,28900.0,0,0,0,0.0,,
STAC,2026-05-16,EVITER,30,BULL,liquid,60,1,2321.15,2660.0,0,0,0,0.0,,
TTLC,2026-05-16,ACHAT,65,BULL,prestige,100,1,5653.4,2910.0,0,0,0,0.0,,
UNXC,2026-05-16,EVITER,39,BULL,liquid,60,1,10475.05,1835.0,1,0,0,0.0,,
ABJC,2026-05-17,EVITER,30,BULL,illiquid,60,1,4995.9,2850.0,0,0,0,0.0,,
BOAB,2026-05-17,ACHAT,71,BULL,liquid,87,1,5844.0,9400.0,1,0,0,0.0,,
BOABF,2026-05-17,EVITER,37,BULL,liquid,60,1,4278.45,5400.0,0,0,0,0.0,,
BOAM,2026-05-17,ACHAT,72,BULL,liquid,87,1,4592.25,4690.0,1,0,0,0.0,,
BOAS,2026-05-17,ACHAT,83,BULL,liquid,100,1,6965.9,7595.0,1,0,0,0.0,,
CBIBF,2026-05-17,ACHAT,87,BULL,liquid,100,1,1659.9,19905.0,1,0,0,0.0,,
FTSC,2026-05-17,ACHAT,72,BULL,liquid,100,1,1571.6,2250.0,1,0,0,0.0,,
ORGT,2026-05-17,EVITER,38,BULL,liquid,73,1,10014.5,2435.0,0,0,0,0.0,,
PRSC,2026-05-17,EVITER,32,BULL,illiquid,54,1,842.7,3695.0,0,0,0,0.0,,
SCRC,2026-05-17,ACHAT,82,BULL,liquid,100,1,10778.95,2550.0,0,0,0,0.0,,
SEMC,2026-05-17,EVITER,33,BULL,liquid,73,1,4597.25,1505.0,1,0,0,0.0,,
SGBC,2026-05-17,ACHAT,62,BULL,prestige,100,1,6002.6,35985.0,1,0,0,0.0,,
SIBC,2026-05-17,ACHAT,73,BULL,prestige,100,1,5101.35,7500.0,1,0,0,0.0,,
SMBC,2026-05-17,ACHAT,72,BULL,prestige,91,1,733.45,12895.0,0,0,0,0.0,,
SNTS,2026-05-17,ACHAT,75,BULL,prestige,87,1,7853.55,28900.0,0,0,0,0.0,,
STAC,2026-05-17,EVITER,31,BULL,liquid,60,1,2235.95,2660.0,0,0,0,0.0,,
TTLC,2026-05-17,ACHAT,64,BULL,prestige,100,1,5793.45,2910.0,0,0,0,0.0,,
ABJC,2026-05-18,EVITER,30,BULL,illiquid,60,1,4935.1,2850.0,0,0,0,0.0,,
BOABF,2026-05-18,EVITER,32,BULL,liquid,60,1,4084.6,5400.0,0,0,0,0.0,,
BOAC,2026-05-18,EVITER,36,BULL,liquid,60,1,10328.45,8630.0,0,0,0,0.0,,
BOAS,2026-05-18,ACHAT,65,BULL,liquid,100,1,7323.65,7595.0,1,0,0,0.0,,
CBIBF,2026-05-18,ACHAT,72,BULL,liquid,100,1,1736.25,19905.0,1,0,0,0.0,,
ETIT,2026-05-18,EVITER,39,BULL,liquid,60,1,518247.65,29.0,0,0,0,0.0,,
NTLC,2026-05-18,EVITER,37,BULL,prestige,62,1,576.9,11750.0,0,0,0,0.0,,
ORGT,2026-05-18,EVITER,13,BULL,liquid,73,1,10522.85,2435.0,0,0,0,0.0,,
PRSC,2026-05-18,EVITER,26,BULL,illiquid,67,1,878.7,3695.0,0,0,0,0.0,,
SCRC,2026-05-18,ACHAT,68,BULL,liquid,100,1,10892.75,2550.0,1,0,0,0.0,,
SDSC,2026-05-18,EVITER,38,BULL,liquid,73,1,22427.85,1750.0,1,0,0,0.0,,
SEMC,2026-05-18,EVITER,27,BULL,liquid,73,1,4578.55,1505.0,1,0,0,0.0,,
SIBC,2026-05-18,ACHAT,60,BULL,prestige,100,1,5054.5,7500.0,1,0,0,0.0,,
SMBC,2026-05-18,ACHAT,63,BULL,prestige,91,1,729.05,12895.0,0,0,0,0.0,,
STAC,2026-05-18,EVITER,21,BULL,liquid,60,1,2150.75,2660.0,0,0,0,0.0,,
TTLS,2026-05-18,EVITER,33,BULL,prestige,73,1,1650.0,3005.0,0,0,0,0.0,,
UNXC,2026-05-18,EVITER,35,BULL,liquid,73,1,7295.45,1835.0,1,0,0,0.0,,
ABJC,2026-05-19,EVITER,34,BULL,illiquid,60,1,4683.05,2845.0,0,0,0,0.0,,
BOAB,2026-05-19,ACHAT,70,BULL,liquid,87,1,5368.4,9400.0,0,0,0,0.0,,
BOAM,2026-05-19,ACHAT,67,BULL,liquid,73,1,4122.35,4690.0,1,0,0,0.0,,
BOAS,2026-05-19,ACHAT,92,BULL,liquid,100,1,7108.1,7700.0,1,0,0,0.0,,
CBIBF,2026-05-19,ACHAT,78,BULL,liquid,100,1,1725.25,20500.0,1,0,0,0.0,,
CIEC,2026-05-19,ACHAT,75,BULL,liquid,100,1,5727.6,3330.0,1,0,0,0.0,,
ETIT,2026-05-19,ACHAT,71,BULL,liquid,100,1,500402.5,30.0,0,0,0,0.0,,
FTSC,2026-05-19,ACHAT,86,BULL,liquid,100,1,1451.7,2360.0,0,0,0,0.0,,
NEIC,2026-05-19,ACHAT,67,BULL,liquid,87,1,8348.45,1940.0,1,0,0,0.0,,
ORAC,2026-05-19,ACHAT,81,BULL,prestige,92,1,598.15,15600.0,0,0,0,0.0,,
ORGT,2026-05-19,EVITER,30,BULL,liquid,73,1,10341.85,2495.0,0,0,0,0.0,,
PRSC,2026-05-19,EVITER,38,BULL,illiquid,67,1,867.95,3620.0,0,0,0,0.0,,
SCRC,2026-05-19,ACHAT,78,BULL,liquid,100,1,10416.75,2380.0,1,0,0,0.0,,
SDSC,2026-05-19,EVITER,37,BULL,liquid,73,1,22158.35,1695.0,0,0,0,0.0,,
SEMC,2026-05-19,EVITER,37,BULL,liquid,73,1,4273.4,1500.0,1,0,0,0.0,,
SIBC,2026-05-19,ACHAT,84,BULL,prestige,100,1,4638.95,7500.0,1,0,0,0.0,,
SMBC,2026-05-19,ACHAT,83,BULL,prestige,92,1,708.45,12800.0,1,0,0,0.0,,
SNTS,2026-05-19,ACHAT,63,BULL,prestige,60,1,8387.7,28800.0,0,0,0,0.0,,
STAC,2026-05-19,EVITER,28,BULL,liquid,73,1,2103.55,2680.0,0,0,0,0.0,,
ABJC,2026-05-20,EVITER,36,BULL,illiquid,60,1,4688.35,2855.0,0,0,0,0.0,,
BOAB,2026-05-20,ACHAT,68,BULL,liquid,87,1,5488.15,9410.0,0,0,0,0.0,,
BOAM,2026-05-20,ACHAT,75,BULL,liquid,100,1,4049.3,4900.0,1,0,0,0.0,,
BOAN,2026-05-20,ACHAT,77,BULL,liquid,73,1,7316.55,3550.0,1,0,0,0.0,,
BOAS,2026-05-20,ACHAT,78,BULL,liquid,100,1,7889.9,8000.0,0,0,0,0.0,,
CBIBF,2026-05-20,ACHAT,78,BULL,liquid,100,1,1719.7,20480.0,1,0,0,0.0,,
CIEC,2026-05-20,ACHAT,71,BULL,liquid,100,1,6020.3,3500.0,1,0,0,0.0,,
NEIC,2026-05-20,ACHAT,65,BULL,liquid,87,1,6674.75,1920.0,1,0,0,0.0,,
NTLC,2026-05-20,ACHAT,64,BULL,prestige,63,1,580.55,11700.0,1,0,0,0.0,,
ORAC,2026-05-20,ACHAT,86,BULL,prestige,93,1,736.55,16000.0,0,0,0,0.0,,
ORGT,2026-05-20,EVITER,22,BULL,liquid,73,1,10551.1,2500.0,0,0,0,0.0,,
SCRC,2026-05-20,ACHAT,65,BULL,liquid,100,1,10935.8,2310.0,1,0,0,0.0,,
SEMC,2026-05-20,EVITER,35,BULL,liquid,73,1,4144.35,1495.0,1,0,0,0.0,,
SIBC,2026-05-20,ACHAT,76,BULL,prestige,100,1,4391.9,7800.0,1,0,0,0.0,,
SNTS,2026-05-20,ACHAT,60,BULL,prestige,87,1,8808.5,29000.0,0,0,0,0.0,,
STAC,2026-05-20,ACHAT,68,BULL,liquid,100,1,2088.15,2980.0,0,0,0,0.0,,
ABJC,2026-05-21,EVITER,37,BULL,illiquid,60,1,4354.7,2855.0,0,0,0,0.0,,
BOAM,2026-05-21,ACHAT,76,BULL,liquid,100,1,4139.9,4900.0,0,0,0,0.0,,
BOAN,2026-05-21,ACHAT,90,BULL,liquid,87,1,8557.2,3690.0,0,0,0,0.0,,
BOAS,2026-05-21,ACHAT,78,BULL,liquid,100,1,7137.75,8050.0,0,0,0,0.0,,
CBIBF,2026-05-21,ACHAT,79,BULL,liquid,100,1,1602.7,20500.0,0,0,0,0.0,,
CIEC,2026-05-21,ACHAT,71,BULL,liquid,100,1,5967.2,3500.0,0,0,0,0.0,,
NEIC,2026-05-21,ACHAT,67,BULL,liquid,87,1,5255.1,1900.0,0,0,0,0.0,,
NTLC,2026-05-21,ACHAT,67,BULL,prestige,78,1,631.65,11850.0,0,0,0,0.0,,
ORAC,2026-05-21,ACHAT,75,BULL,prestige,95,1,808.7,15505.0,0,0,0,0.0,,
ORGT,2026-05-21,EVITER,23,BULL,liquid,73,1,10503.55,2500.0,0,0,0,0.0,,
SDSC,2026-05-21,EVITER,35,BULL,liquid,73,1,22741.9,1650.0,0,0,0,0.0,,
SEMC,2026-05-21,EVITER,38,BULL,liquid,87,1,3878.45,1480.0,0,0,0,0.0,,
SIBC,2026-05-21,ACHAT,78,BULL,prestige,100,1,4048.7,7795.0,0,0,0,0.0,,
SMBC,2026-05-21,ACHAT,61,BULL,prestige,92,1,759.95,12500.0,0,0,0,0.0,,
SPHC,2026-05-21,EVITER,38,BULL,prestige,60,1,2323.45,6850.0,0,0,0,0.0,,
STAC,2026-05-21,ACHAT,71,BULL,liquid,100,1,2231.75,2980.0,0,0,0,0.0,,
ABJC,2026-05-22,EVITER,39,BULL,illiquid,73,1,4015.85,2860.0,0,0,0,0.0,,
BOAB,2026-05-22,ACHAT,74,BULL,liquid,87,1,5400.05,9420.0,0,0,0,0.0,,
BOABF,2026-05-22,ACHAT,71,BULL,liquid,87,1,2448.95,5415.0,0,0,0,0.0,,
BOAM,2026-05-22,ACHAT,69,BULL,liquid,100,1,4238.6,4940.0,0,0,0,0.0,,
BOAN,2026-05-22,ACHAT,80,BULL,liquid,100,1,9605.2,3700.0,0,0,0,0.0,,
BOAS,2026-05-22,ACHAT,78,BULL,liquid,100,1,6949.35,8000.0,0,0,0,0.0,,
CBIBF,2026-05-22,ACHAT,77,BULL,liquid,100,1,1636.95,20700.0,0,0,0,0.0,,
CIEC,2026-05-22,ACHAT,91,BULL,liquid,100,1,6031.1,3760.0,0,0,0,0.0,,
ECOC,2026-05-22,ACHAT,69,BULL,prestige,60,1,1706.45,16300.0,0,0,0,0.0,,
NEIC,2026-05-22,ACHAT,74,BULL,liquid,87,1,5198.35,1935.0,0,0,0,0.0,,
NTLC,2026-05-22,ACHAT,81,BULL,prestige,92,1,707.75,12490.0,0,0,0,0.0,,
ORAC,2026-05-22,ACHAT,79,BULL,prestige,98,1,946.55,15650.0,0,0,0,0.0,,
ORGT,2026-05-22,EVITER,25,BULL,liquid,73,1,10729.4,2590.0,0,0,0,0.0,,
SCRC,2026-05-22,ACHAT,83,BULL,liquid,100,1,11701.4,2465.0,0,0,0,0.0,,
SIBC,2026-05-22,ACHAT,77,BULL,prestige,100,1,4094.3,7845.0,0,0,0,0.0,,
SMBC,2026-05-22,ACHAT,84,BULL,prestige,94,1,761.15,12895.0,0,0,0,0.0,,
TTLS,2026-05-22,ACHAT,66,BULL,prestige,100,1,1598.55,3240.0,0,0,0,0.0,,
ABJC,2026-05-23,EVITER,43,BULL,illiquid,73,1,3723.95,2875.0,0,0,0,0.0,,
BOABF,2026-05-23,ACHAT,76,BULL,liquid,100,1,2607.7,5440.0,0,0,0,0.0,,
BOAM,2026-05-23,ACHAT,75,BULL,liquid,100,1,4193.35,4990.0,0,0,0,0.0,,
BOAN,2026-05-23,ACHAT,75,BULL,liquid,100,1,9772.5,3730.0,0,0,0,0.0,,
BOAS,2026-05-23,ACHAT,77,BULL,liquid,100,1,6808.6,7990.0,0,0,0,0.0,,
CBIBF,2026-05-23,ACHAT,78,BULL,liquid,100,1,1658.85,20700.0,0,0,0,0.0,,
CIEC,2026-05-23,ACHAT,95,BULL,liquid,100,1,6495.55,4040.0,0,0,0,0.0,,
