ticker,date,signal,score,market_regime,liquidity_tier,confidence,regime_bull,vol_20d,price_signal,cj5,cj10,cj20,cj30,cj60,cj90
NEIC,2026-05-23,ACHAT,78,BULL,liquid,87,1,5203.8,1990.0,0,0,0,0.0,,
NTLC,2026-05-23,ACHAT,77,BULL,prestige,93,1,781.7,13005.0,0,0,0,0.0,,
ORAC,2026-05-23,ACHAT,77,BULL,prestige,100,1,1117.85,15550.0,0,0,0,0.0,,
SCRC,2026-05-23,ACHAT,88,BULL,liquid,100,1,12581.5,2645.0,0,0,0,0.0,,
SDSC,2026-05-23,EVITER,36,BULL,liquid,73,1,25913.45,1700.0,0,0,0,0.0,,
SEMC,2026-05-23,EVITER,36,BULL,liquid,73,1,4023.65,1485.0,0,0,0,0.0,,
SGBC,2026-05-23,ACHAT,84,BULL,prestige,100,1,3241.85,36000.0,0,0,0,0.0,,
SIBC,2026-05-23,ACHAT,81,BULL,prestige,100,1,4114.4,8160.0,0,0,0,0.0,,
SMBC,2026-05-23,ACHAT,83,BULL,prestige,95,1,862.35,12895.0,0,0,0,0.0,,
SPHC,2026-05-23,ACHAT,64,BULL,prestige,73,1,2030.5,6945.0,0,0,0,0.0,,
TTLS,2026-05-23,ACHAT,72,BULL,prestige,100,1,1601.5,3195.0,0,0,0,0.0,,
ABJC,2026-05-24,EVITER,43,BULL,illiquid,73,1,3375.95,2875.0,0,0,0,0.0,,
BOABF,2026-05-24,ACHAT,76,BULL,liquid,100,1,3102.0,5440.0,0,0,0,0.0,,
BOAM,2026-05-24,ACHAT,75,BULL,liquid,100,1,4221.85,4990.0,0,0,0,0.0,,
BOAN,2026-05-24,ACHAT,74,BULL,liquid,100,1,9672.85,3730.0,0,0,0,0.0,,
BOAS,2026-05-24,ACHAT,76,BULL,liquid,100,1,6672.25,7990.0,0,0,0,0.0,,
CBIBF,2026-05-24,ACHAT,78,BULL,liquid,100,1,1687.35,20700.0,0,0,0,0.0,,
CIEC,2026-05-24,ACHAT,95,BULL,liquid,100,1,7826.45,4040.0,0,0,0,0.0,,
NEIC,2026-05-24,ACHAT,78,BULL,liquid,87,1,5264.15,1990.0,0,0,0,0.0,,
NTLC,2026-05-24,ACHAT,76,BULL,prestige,93,1,811.25,13005.0,0,0,0,0.0,,
ORAC,2026-05-24,ACHAT,77,BULL,prestige,100,1,1394.3,15550.0,0,0,0,0.0,,
SCRC,2026-05-24,ACHAT,88,BULL,liquid,100,1,14670.8,2645.0,0,0,0,0.0,,
SDSC,2026-05-24,EVITER,37,BULL,liquid,73,1,25819.4,1700.0,0,0,0,0.0,,
SEMC,2026-05-24,EVITER,37,BULL,liquid,73,1,4060.15,1485.0,0,0,0,0.0,,
SGBC,2026-05-24,ACHAT,84,BULL,prestige,100,1,2843.5,36000.0,0,0,0,0.0,,
SIBC,2026-05-24,ACHAT,81,BULL,prestige,100,1,4124.35,8160.0,0,0,0,0.0,,
SMBC,2026-05-24,ACHAT,83,BULL,prestige,97,1,984.25,12895.0,0,0,0,0.0,,
SPHC,2026-05-24,ACHAT,64,BULL,prestige,73,1,5132.35,6945.0,0,0,0,0.0,,
TTLS,2026-05-24,ACHAT,72,BULL,prestige,100,1,1661.6,3195.0,0,0,0,0.0,,
ABJC,2026-05-25,EVITER,44,BULL,illiquid,73,1,3027.95,2875.0,0,0,0,0.0,,
BOABF,2026-05-25,ACHAT,76,BULL,liquid,100,1,3596.3,5440.0,0,0,0,0.0,,
BOAM,2026-05-25,ACHAT,74,BULL,liquid,100,1,4250.35,4990.0,0,0,0,0.0,,
BOAN,2026-05-25,ACHAT,73,BULL,liquid,100,1,9573.2,3730.0,0,0,0,0.0,,
BOAS,2026-05-25,ACHAT,76,BULL,liquid,100,1,6535.9,7990.0,0,0,0,0.0,,
CBIBF,2026-05-25,ACHAT,78,BULL,liquid,100,1,1715.85,20700.0,0,0,0,0.0,,
CIEC,2026-05-25,ACHAT,95,BULL,liquid,100,1,9157.35,4040.0,0,0,0,0.0,,
NEIC,2026-05-25,ACHAT,78,BULL,liquid,87,1,5324.5,1990.0,0,0,0,0.0,,
NTLC,2026-05-25,ACHAT,75,BULL,prestige,93,1,840.8,13005.0,0,0,0,0.0,,
ORAC,2026-05-25,ACHAT,77,BULL,prestige,100,1,1670.75,15550.0,0,0,0,0.0,,
SCRC,2026-05-25,ACHAT,88,BULL,liquid,100,1,16760.1,2645.0,0,0,0,0.0,,
SDSC,2026-05-25,EVITER,37,BULL,liquid,73,1,25725.35,1700.0,0,0,0,0.0,,
SEMC,2026-05-25,EVITER,38,BULL,liquid,73,1,4096.65,1485.0,0,0,0,0.0,,
SGBC,2026-05-25,ACHAT,84,BULL,prestige,100,1,2445.15,36000.0,0,0,0,0.0,,
SIBC,2026-05-25,ACHAT,81,BULL,prestige,100,1,4134.3,8160.0,0,0,0,0.0,,
SMBC,2026-05-25,ACHAT,82,BULL,prestige,99,1,1106.15,12895.0,0,0,0,0.0,,
SPHC,2026-05-25,ACHAT,64,BULL,prestige,73,1,8234.2,6945.0,0,0,0,0.0,,
TTLS,2026-05-25,ACHAT,71,BULL,prestige,100,1,1721.7,3195.0,0,0,0,0.0,,
