ticker,fiscal_year,entree_offset,sortie_offset,date_entree,date_sortie,rendement_cycle,benchmark_cycle,alpha_cycle
NTLC,2023,5,5,2024-06-16,2024-08-25,5.03,5.8058,-0.7758
NTLC,2024,5,5,2025-06-17,2025-08-23,15.1818,11.1545,4.0273
ONTBF,2021,5,5,2022-05-17,2022-06-20,15.8667,3.2448,12.6218
ONTBF,2022,5,5,2023-05-14,2023-07-01,9.4877,1.3607,8.127
ONTBF,2023,5,5,2024-06-29,2024-08-05,16.8731,2.5828,14.2902
ONTBF,2024,5,5,2025-06-02,2025-07-26,9.76,8.3711,1.3889
ONTBF,2025,5,5,2026-05-04,2026-06-20,1.8004,13.2024,-11.4021
ORAC,2022,5,5,2023-04-18,2023-06-20,14.0884,-2.1064,16.1948
ORAC,2023,5,5,2024-04-21,2024-06-08,11.1521,4.9138,6.2383
ORAC,2024,5,5,2025-04-15,2025-06-16,11.7517,12.8406,-1.0888
ORAC,2025,5,5,2026-05-23,2026-06-13,5.7878,6.4825,-0.6947
PRSC,2021,5,5,2022-07-05,2022-09-04,0.64,-3.8459,4.4859
PRSC,2022,5,5,2023-07-01,2023-09-18,4.4516,3.1284,1.3232
SHEC,2021,5,5,2022-09-27,2022-11-02,3.7931,0.3789,3.4142
SHEC,2022,5,5,2023-11-26,2024-01-02,2.0482,1.2602,0.788
SLBC,2023,5,5,2024-06-05,2025-08-03,134.5225,65.5335,68.989
SLBC,2024,5,5,2025-05-26,2025-08-03,29.0286,12.8716,16.157
SMBC,2021,5,5,2022-06-26,2022-08-29,-6.6434,-1.0246,-5.6188
SMBC,2023,5,5,2024-06-19,2024-10-05,12.5289,14.6721,-2.1432
SNTS,2021,5,5,2022-05-03,2022-05-23,0.3449,-2.7464,3.0914
SNTS,2022,5,5,2023-04-23,2023-05-22,3.6164,-1.1928,4.8091
SNTS,2025,5,5,2026-04-21,2026-05-30,6.3028,6.5273,-0.2245
SOGC,2021,5,5,2022-06-20,2022-07-26,0.0611,0.1544,-0.0934
SOGC,2022,5,5,2023-06-18,2023-07-22,-8.8613,2.756,-11.6172
SOGC,2023,5,5,2024-05-29,2024-08-11,40.8599,6.8741,33.9858
SOGC,2024,5,5,2025-05-25,2025-07-20,13.0725,5.6427,7.4298
SPHC,2021,5,5,2022-06-18,2022-08-09,-0.9606,-1.2401,0.2794
SPHC,2022,5,5,2023-06-17,2023-10-04,-14.4882,2.6628,-17.151
SPHC,2023,5,5,2024-06-09,2024-08-17,36.7901,5.5941,31.196
SPHC,2024,5,5,2025-04-13,2025-07-22,56.0976,17.5745,38.5231
STBC,2021,5,5,2022-07-03,2022-07-26,5.0602,0.1473,4.913
STBC,2022,5,5,2023-07-05,2023-08-01,8.6098,2.6969,5.9129
STBC,2023,5,5,2024-06-26,2024-08-03,22.0833,3.9832,18.1002
STBC,2024,5,5,2025-08-04,2025-09-03,3.8136,6.4692,-2.6556
TTLC,2021,5,5,2022-06-21,2022-08-30,8.3973,-2.2943,10.6916
TTLC,2022,5,5,2023-06-20,2023-09-26,3.0303,3.5098,-0.4795
TTLC,2023,5,5,2024-06-26,2024-09-22,21.5603,10.9427,10.6176
TTLC,2024,5,5,2025-06-24,2025-09-08,-0.3868,9.5542,-9.9411
BOAB,2021,10,-5,2022-04-23,2022-05-20,0.304,-3.2794,3.5833
BOAB,2022,10,-5,2023-04-24,2023-05-20,1.6142,-0.7136,2.3278
BOAB,2023,10,-5,2024-04-22,2024-05-22,1.25,1.9943,-0.7443
BOAB,2024,10,-5,2025-04-12,2025-05-29,4.2599,9.8599,-5.6
BOABF,2021,10,-5,2022-04-08,2022-04-29,7.6845,1.787,5.8975
BOABF,2022,10,-5,2023-04-09,2023-04-30,5.4545,-0.7188,6.1734
BOABF,2023,10,-5,2024-04-07,2024-05-01,3.6932,2.0747,1.6185
BOABF,2024,10,-5,2025-03-27,2025-04-17,3.9294,0.0092,3.9202
BOABF,2025,10,-5,2026-04-02,2026-04-18,0.5357,-1.8748,2.4105
BOAC,2021,10,-5,2022-04-10,2022-04-23,-3.664,1.3671,-5.0311
BOAC,2022,10,-5,2023-04-08,2023-04-23,-0.9615,-0.0902,-0.8714
BOAC,2023,10,-5,2024-04-07,2024-04-24,0.0,0.2983,-0.2983
BOAC,2024,10,-5,2025-04-26,2025-05-15,0.4922,4.9132,-4.421
BOAC,2025,10,-5,2026-04-25,2026-05-01,6.8605,0.2297,6.6308
BOAM,2023,10,-5,2024-05-03,2024-05-16,12.8947,0.6453,12.2494
BOAM,2024,10,-5,2025-04-20,2025-05-29,7.8212,8.9346,-1.1133
BOAM,2025,10,-5,2026-04-24,2026-05-29,8.6446,4.9699,3.6747
BOAN,2021,10,-5,2022-04-09,2022-05-07,3.3335,-0.8349,4.1684
BOAN,2022,10,-5,2023-04-09,2023-05-20,-0.8197,-1.1813,0.3616
BOAN,2023,10,-5,2024-04-14,2024-05-26,-2.8829,3.6984,-6.5813
BOAS,2021,10,-5,2022-04-25,2022-05-27,3.5486,-4.5315,8.0801
BOAS,2022,10,-5,2023-04-10,2023-05-27,19.0261,-2.4587,21.4848
BOAS,2023,10,-5,2024-04-28,2024-06-22,15.0687,4.6646,10.4041
BOAS,2024,10,-5,2025-04-18,2025-05-28,7.8385,9.1949,-1.3564
BOAS,2025,10,-5,2026-05-10,2026-05-27,4.8038,5.2761,-0.4723
CABC,2021,10,-5,2022-04-17,2022-07-28,1.2712,-1.1944,2.4656
CABC,2025,10,-5,2026-05-07,2026-05-27,8.5044,5.6755,2.8289
CBIBF,2021,10,-5,2022-04-17,2022-07-01,-9.6016,-0.1199,-9.4817
CBIBF,2022,10,-5,2023-04-27,2023-07-01,3.75,1.1023,2.6477
CBIBF,2023,10,-5,2024-04-22,2024-06-30,16.6667,6.5066,10.1601
CBIBF,2024,10,-5,2025-05-09,2025-07-02,3.5204,9.9791,-6.4587
CBIBF,2025,10,-5,2026-04-26,2026-06-14,32.2013,10.8967,21.3046
CFAC,2021,10,-5,2022-07-01,2022-07-28,0.578,0.3734,0.2047
CFAC,2022,10,-5,2023-07-07,2023-09-10,14.9068,2.4046,12.5022
CFAC,2023,10,-5,2024-07-07,2024-08-25,-3.6496,5.3637,-9.0133
CIEC,2021,10,-5,2022-06-30,2022-07-20,-4.375,1.3718,-5.7468
CIEC,2022,10,-5,2023-06-30,2023-07-26,6.9048,1.1221,5.7827
CIEC,2023,10,-5,2024-07-06,2024-07-25,3.75,1.8901,1.8599
ECOC,2021,10,-5,2022-04-15,2022-04-24,-0.892,0.7906,-1.6826
ECOC,2022,10,-5,2023-05-06,2023-05-25,7.1636,-1.3714,8.5351
ECOC,2023,10,-5,2024-05-05,2024-05-25,11.7647,1.9045,9.8602
ECOC,2024,10,-5,2025-05-09,2025-05-25,21.2626,4.8453,16.4173
ECOC,2025,10,-5,2026-05-04,2026-05-17,0.0,1.3274,-1.3274
FTSC,2023,10,-5,2024-06-30,2024-09-25,10.8683,10.348,0.5203
NSBC,2022,10,-5,2023-05-29,2023-07-02,4.9,2.2012,2.6988
NSBC,2023,10,-5,2024-06-02,2024-07-03,5.0876,2.6856,2.402
NSBC,2024,10,-5,2025-06-05,2025-07-04,13.5225,3.4701,10.0525
NTLC,2021,10,-5,2022-05-30,2022-07-28,5.3472,2.101,3.2462
NTLC,2022,10,-5,2023-05-22,2023-08-03,24.7097,3.5325,21.1772
NTLC,2023,10,-5,2024-06-21,2024-08-15,0.0667,5.0073,-4.9406
NTLC,2024,10,-5,2025-06-22,2025-08-13,12.6457,6.1926,6.4531
ONTBF,2021,10,-5,2022-05-22,2022-06-10,1.7241,0.1958,1.5283
ONTBF,2022,10,-5,2023-05-19,2023-06-21,2.7027,0.0468,2.6559
ONTBF,2023,10,-5,2024-07-04,2024-07-26,5.6701,2.4354,3.2347
ONTBF,2024,10,-5,2025-06-07,2025-07-16,2.0,3.7301,-1.7301
ONTBF,2025,10,-5,2026-05-09,2026-06-10,6.8841,10.6667,-3.7827
ORAC,2022,10,-5,2023-04-23,2023-06-10,10.5556,-2.3075,12.863
ORAC,2023,10,-5,2024-04-26,2024-05-29,8.2348,1.4758,6.7589
ORAC,2024,10,-5,2025-04-20,2025-06-06,15.6457,10.2025,5.4432
ORAC,2025,10,-5,2026-05-28,2026-06-03,1.9108,1.5579,0.3529
PRSC,2021,10,-5,2022-07-10,2022-08-25,-3.2,-3.267,0.067
PRSC,2022,10,-5,2023-07-06,2023-09-08,15.5172,2.5761,12.9411
SHEC,2021,10,-5,2022-10-02,2022-10-23,-1.1429,-1.1201,-0.0228
SHEC,2022,10,-5,2023-12-01,2023-12-23,-3.6145,1.7796,-5.394
SLBC,2023,10,-5,2024-06-10,2025-07-24,144.973,57.2649,87.708
SLBC,2024,10,-5,2025-05-31,2025-07-24,14.3195,7.6905,6.629
SMBC,2021,10,-5,2022-07-01,2022-08-19,-8.046,-1.8944,-6.1515
SMBC,2023,10,-5,2024-06-24,2024-09-25,16.8,10.4617,6.3383
SNTS,2021,10,-5,2022-05-08,2022-05-13,2.6875,-0.2401,2.9276
SNTS,2022,10,-5,2023-04-28,2023-05-12,3.1582,-0.2666,3.4248
SNTS,2025,10,-5,2026-04-26,2026-05-20,1.7544,3.1586,-1.4042
SOGC,2021,10,-5,2022-06-25,2022-07-16,-2.1986,2.0199,-4.2185
SOGC,2022,10,-5,2023-06-23,2023-07-12,-9.2805,1.7846,-11.0651
SOGC,2023,10,-5,2024-06-03,2024-08-01,27.68,5.3071,22.3729
SOGC,2024,10,-5,2025-05-30,2025-07-10,6.1111,3.7194,2.3917
SPHC,2021,10,-5,2022-06-23,2022-07-30,-2.0392,0.1152,-2.1544
SPHC,2022,10,-5,2023-06-22,2023-09-24,5.0083,2.6708,2.3375
SPHC,2023,10,-5,2024-06-14,2024-08-07,20.6413,3.2346,17.4066
SPHC,2024,10,-5,2025-04-18,2025-07-12,46.2317,12.3003,33.9314
STBC,2021,10,-5,2022-07-08,2022-07-16,-0.9159,0.1202,-1.0361
STBC,2022,10,-5,2023-07-10,2023-07-22,7.6154,-0.4803,8.0957
STBC,2023,10,-5,2024-07-01,2024-07-24,-2.7102,2.2167,-4.9269
STBC,2024,10,-5,2025-08-09,2025-08-24,6.7961,3.3821,3.414
TTLC,2021,10,-5,2022-06-26,2022-08-20,2.4887,-1.326,3.8147
TTLC,2022,10,-5,2023-06-25,2023-09-16,5.0228,4.7598,0.263
TTLC,2023,10,-5,2024-07-01,2024-09-12,27.4882,11.9915,15.4967
TTLC,2024,10,-5,2025-06-29,2025-08-29,-2.1195,10.1606,-12.2801
BOAB,2021,10,0,2022-04-23,2022-05-25,-2.0365,-4.6558,2.6193
BOAB,2022,10,0,2023-04-24,2023-05-25,5.0202,-1.1625,6.1827
BOAB,2023,10,0,2024-04-22,2024-05-27,10.9167,3.6469,7.2698
BOAB,2024,10,0,2025-04-12,2025-06-03,4.0469,10.1821,-6.1353
BOAB,2025,10,0,2026-05-10,2026-05-15,6.3298,2.428,3.9018
BOABF,2021,10,0,2022-04-08,2022-05-04,6.8363,-0.8128,7.6491
BOABF,2022,10,0,2023-04-09,2023-05-05,14.6182,-0.4021,15.0203
BOABF,2023,10,0,2024-04-07,2024-05-06,5.8381,1.356,4.482
BOABF,2024,10,0,2025-03-27,2025-04-22,0.9882,0.2281,0.7601
BOABF,2025,10,0,2026-04-02,2026-04-23,3.875,-1.8529,5.7279
BOAC,2021,10,0,2022-04-10,2022-04-28,4.2895,1.2773,3.0122
BOAC,2022,10,0,2023-04-08,2023-04-28,9.3077,-0.5167,9.8243
BOAC,2023,10,0,2024-04-07,2024-04-29,7.0069,1.6987,5.3082
BOAC,2024,10,0,2025-04-26,2025-05-20,8.0394,5.6388,2.4006
BOAC,2025,10,0,2026-04-25,2026-05-06,6.7969,-1.9513,8.7482
BOAM,2023,10,0,2024-05-03,2024-05-21,12.8947,0.3323,12.5625
BOAM,2024,10,0,2025-04-20,2025-06-03,8.1937,9.2317,-1.038
BOAM,2025,10,0,2026-04-24,2026-06-03,13.2346,6.0648,7.1698
BOAN,2021,10,0,2022-04-09,2022-05-12,11.5259,-1.6029,13.1288
BOAN,2022,10,0,2023-04-09,2023-05-25,1.7149,-1.5895,3.3044
BOAN,2023,10,0,2024-04-14,2024-05-31,-4.7051,3.8395,-8.5446
BOAS,2021,10,0,2022-04-25,2022-06-01,10.9603,-2.6886,13.6489
BOAS,2022,10,0,2023-04-10,2023-06-01,27.2123,-2.8278,30.0402
BOAS,2023,10,0,2024-04-28,2024-06-27,19.8633,4.2302,15.6331
BOAS,2024,10,0,2025-04-18,2025-06-02,5.4632,9.0125,-3.5493
BOAS,2025,10,0,2026-05-10,2026-06-01,8.931,7.3215,1.6095
CABC,2021,10,0,2022-04-17,2022-08-02,-0.9322,-1.3568,0.4246
CABC,2025,10,0,2026-05-07,2026-06-01,7.0974,7.8629,-0.7656
CBIBF,2021,10,0,2022-04-17,2022-07-06,-3.7794,1.1493,-4.9287
CBIBF,2022,10,0,2023-04-27,2023-07-06,13.375,1.1284,12.2466
CBIBF,2023,10,0,2024-04-22,2024-07-05,21.8889,5.8131,16.0758
CBIBF,2024,10,0,2025-05-09,2025-07-07,9.7449,11.0864,-1.3415
CBIBF,2025,10,0,2026-04-26,2026-06-19,41.2978,12.374,28.9237
CFAC,2021,10,0,2022-07-01,2022-08-02,-0.1156,0.044,-0.1596
CFAC,2022,10,0,2023-07-07,2023-09-15,13.7888,3.2895,10.4993
CFAC,2023,10,0,2024-07-07,2024-08-30,1.0219,8.0826,-7.0607
CIEC,2021,10,0,2022-06-30,2022-07-25,-0.5,1.1954,-1.6954
CIEC,2022,10,0,2023-06-30,2023-07-31,12.9048,2.8686,10.0362
CIEC,2023,10,0,2024-07-06,2024-07-30,4.4,2.8393,1.5607
ECOC,2021,10,0,2022-04-15,2022-04-29,3.9445,1.4324,2.5121
ECOC,2022,10,0,2023-05-06,2023-05-30,6.8,-1.4839,8.2839
ECOC,2023,10,0,2024-05-05,2024-05-30,17.7647,1.1812,16.5835
ECOC,2024,10,0,2025-05-09,2025-05-30,20.5152,5.4134,15.1018
ECOC,2025,10,0,2026-05-04,2026-05-22,5.4479,3.6192,1.8286
FTSC,2023,10,0,2024-06-30,2024-09-30,219.5954,11.7789,207.8165
NSBC,2022,10,0,2023-05-29,2023-07-07,18.7,2.2393,16.4607
NSBC,2023,10,0,2024-06-02,2024-07-08,13.7781,3.0401,10.7381
NSBC,2024,10,0,2025-06-05,2025-07-09,14.9249,2.053,12.8719
NTLC,2021,10,0,2022-05-30,2022-08-02,4.4861,1.8774,2.6087
NTLC,2022,10,0,2023-05-22,2023-08-08,19.6774,3.3841,16.2933
NTLC,2023,10,0,2024-06-21,2024-08-20,5.3636,4.7369,0.6267
NTLC,2024,10,0,2025-06-22,2025-08-18,12.7354,6.9006,5.8348
ONTBF,2021,10,0,2022-05-22,2022-06-15,20.5862,1.5327,19.0535
ONTBF,2022,10,0,2023-05-19,2023-06-26,21.3514,0.1338,21.2176
ONTBF,2023,10,0,2024-07-04,2024-07-31,16.7526,3.2288,13.5238
ONTBF,2024,10,0,2025-06-07,2025-07-21,7.2,4.9434,2.2566
ONTBF,2025,10,0,2026-05-09,2026-06-15,7.258,12.7242,-5.4662
ORAC,2022,10,0,2023-04-23,2023-06-15,12.0556,-2.54,14.5955
ORAC,2023,10,0,2024-04-26,2024-06-03,10.5096,1.8204,8.6891
ORAC,2024,10,0,2025-04-20,2025-06-11,17.0687,10.777,6.2916
ORAC,2025,10,0,2026-05-28,2026-06-08,8.758,4.7606,3.9973
PRSC,2021,10,0,2022-07-10,2022-08-30,4.64,-3.2513,7.8913
PRSC,2022,10,0,2023-07-06,2023-09-13,20.1034,3.6524,16.451
SHEC,2021,10,0,2022-10-02,2022-10-28,6.0571,0.0776,5.9795
SHEC,2022,10,0,2023-12-01,2023-12-28,-3.3735,2.1611,-5.5346
SLBC,2023,10,0,2024-06-10,2025-07-29,141.1291,58.9281,82.201
SLBC,2024,10,0,2025-05-31,2025-07-29,23.503,8.7863,14.7167
SMBC,2021,10,0,2022-07-01,2022-08-24,-10.0744,-1.8743,-8.2
SMBC,2023,10,0,2024-06-24,2024-09-30,13.248,11.9752,1.2728
SNTS,2021,10,0,2022-05-08,2022-05-18,1.4062,-1.9504,3.3566
SNTS,2022,10,0,2023-04-28,2023-05-17,3.6585,-0.8118,4.4703
SNTS,2025,10,0,2026-04-26,2026-05-25,6.1053,4.6599,1.4454
SOGC,2021,10,0,2022-06-25,2022-07-21,3.4723,1.1971,2.2753
SOGC,2022,10,0,2023-06-23,2023-07-17,-7.1533,2.6271,-9.7804
SOGC,2023,10,0,2024-06-03,2024-08-06,41.696,5.5442,36.1518
SOGC,2024,10,0,2025-05-30,2025-07-15,6.625,4.3492,2.2758
SPHC,2021,10,0,2022-06-23,2022-08-04,-1.349,-0.4601,-0.8889
SPHC,2022,10,0,2023-06-22,2023-09-29,-7.6795,2.1246,-9.804
SPHC,2023,10,0,2024-06-14,2024-08-12,33.0261,4.5104,28.5156
SPHC,2024,10,0,2025-04-18,2025-07-17,49.1564,13.0892,36.0671
STBC,2021,10,0,2022-07-08,2022-07-21,8.9092,-0.63,9.5393
STBC,2022,10,0,2023-07-10,2023-07-27,15.0,0.7079,14.2921
STBC,2023,10,0,2024-07-01,2024-07-29,23.2801,2.6254,20.6547
STBC,2024,10,0,2025-08-09,2025-08-29,2.599,5.4593,-2.8604
TTLC,2021,10,0,2022-06-26,2022-08-25,7.5113,-1.6389,9.1503
TTLC,2022,10,0,2023-06-25,2023-09-21,7.5342,3.7875,3.7467
TTLC,2023,10,0,2024-07-01,2024-09-17,22.3223,10.952,11.3703
TTLC,2024,10,0,2025-06-29,2025-09-03,-0.578,9.9383,-10.5164
BOAB,2021,10,5,2022-04-23,2022-05-30,-3.5562,-3.0556,-0.5006
BOAB,2022,10,5,2023-04-24,2023-05-30,4.2131,-1.2897,5.5028
BOAB,2023,10,5,2024-04-22,2024-06-01,8.7639,3.5537,5.2101
BOAB,2024,10,5,2025-04-12,2025-06-08,7.8807,11.4499,-3.5692
BOAB,2025,10,5,2026-05-10,2026-05-20,6.3298,3.99,2.3398
BOABF,2021,10,5,2022-04-08,2022-05-09,2.5954,-0.5702,3.1656
BOABF,2022,10,5,2023-04-09,2023-05-10,9.0727,-0.7476,9.8203
BOABF,2023,10,5,2024-04-07,2024-05-11,4.4886,1.078,3.4107
BOABF,2024,10,5,2025-03-27,2025-04-27,-5.0118,1.2995,-6.3113
BOABF,2025,10,5,2026-04-02,2026-04-28,4.4107,-0.3002,4.7109
BOAC,2021,10,5,2022-04-10,2022-05-03,2.8597,0.3495,2.5102
BOAC,2022,10,5,2023-04-08,2023-05-03,6.1346,-1.5415,7.6762
BOAC,2023,10,5,2024-04-07,2024-05-04,5.7655,1.5204,4.2451
BOAC,2024,10,5,2025-04-26,2025-05-25,7.3831,6.8478,0.5353
BOAC,2025,10,5,2026-04-25,2026-05-11,8.1341,-0.9409,9.0749
BOAM,2023,10,5,2024-05-03,2024-05-26,16.1114,2.3155,13.7959
BOAM,2024,10,5,2025-04-20,2025-06-08,23.0912,10.1758,12.9155
BOAM,2025,10,5,2026-04-24,2026-06-08,5.9774,9.687,-3.7096
BOAN,2021,10,5,2022-04-09,2022-05-17,3.2296,-2.7106,5.9403
BOAN,2022,10,5,2023-04-09,2023-05-30,6.3869,-1.8323,8.2192
BOAN,2023,10,5,2024-04-14,2024-06-05,-4.8699,5.0278,-9.8976
BOAS,2021,10,5,2022-04-25,2022-06-06,7.8288,-3.2543,11.0831
BOAS,2022,10,5,2023-04-10,2023-06-06,27.876,-2.8109,30.6869
BOAS,2023,10,5,2024-04-28,2024-07-02,19.8633,5.0622,14.8011
BOAS,2024,10,5,2025-04-18,2025-06-07,6.7696,10.5575,-3.7879
BOAS,2025,10,5,2026-05-10,2026-06-06,6.4953,10.3927,-3.8974
CABC,2021,10,5,2022-04-17,2022-08-07,-2.2034,-1.7688,-0.4346
CABC,2025,10,5,2026-05-07,2026-06-06,21.027,10.6277,10.3993
CBIBF,2021,10,5,2022-04-17,2022-07-11,-5.2605,1.356,-6.6165
CBIBF,2022,10,5,2023-04-27,2023-07-11,11.75,1.8655,9.8845
CBIBF,2023,10,5,2024-04-22,2024-07-10,20.6111,6.4406,14.1705
CBIBF,2024,10,5,2025-05-09,2025-07-12,12.2449,9.845,2.3999
CBIBF,2025,10,5,2026-04-26,2026-06-24,37.5682,13.0152,24.553
CFAC,2021,10,5,2022-07-01,2022-08-07,-0.6936,-0.3556,-0.3381
CFAC,2022,10,5,2023-07-07,2023-09-20,12.5466,2.6933,9.8533
CFAC,2023,10,5,2024-07-07,2024-09-04,0.292,12.8479,-12.556
CIEC,2021,10,5,2022-06-30,2022-07-30,2.4167,0.722,1.6947
CIEC,2022,10,5,2023-06-30,2023-08-05,10.0476,2.5806,7.4671
CIEC,2023,10,5,2024-07-06,2024-08-04,3.4,4.0604,-0.6604
CIEC,2025,10,5,2026-07-04,2026-07-06,0.0,0.0,0.0
ECOC,2021,10,5,2022-04-15,2022-05-04,0.1784,-1.0576,1.236
ECOC,2022,10,5,2023-05-06,2023-06-04,4.8909,-2.241,7.1319
ECOC,2023,10,5,2024-05-05,2024-06-04,17.7647,2.7129,15.0519
ECOC,2024,10,5,2025-05-09,2025-06-04,10.6667,6.8192,3.8474
ECOC,2025,10,5,2026-05-04,2026-05-27,5.4479,3.9352,1.5127
FTSC,2023,10,5,2024-06-30,2024-10-05,218.8713,13.2937,205.5776
NSBC,2022,10,5,2023-05-29,2023-07-12,23.0,2.4985,20.5015
NSBC,2023,10,5,2024-06-02,2024-07-13,11.1927,3.4792,7.7135
NSBC,2024,10,5,2025-06-05,2025-07-14,12.6989,2.9019,9.797
NTLC,2021,10,5,2022-05-30,2022-08-07,1.6389,1.5221,0.1168
NTLC,2022,10,5,2023-05-22,2023-08-13,18.3226,2.9478,15.3748
NTLC,2023,10,5,2024-06-21,2024-08-25,5.03,5.4157,-0.3857
NTLC,2024,10,5,2025-06-22,2025-08-23,13.6323,8.9404,4.6919
ONTBF,2021,10,5,2022-05-22,2022-06-20,19.8621,2.3803,17.4818
ONTBF,2022,10,5,2023-05-19,2023-07-01,22.027,1.315,20.712
ONTBF,2023,10,5,2024-07-04,2024-08-05,16.7526,3.3976,13.355
ONTBF,2024,10,5,2025-06-07,2025-07-26,9.76,6.6399,3.1201
ONTBF,2025,10,5,2026-05-09,2026-06-20,3.0913,14.8446,-11.7533
ORAC,2022,10,5,2023-04-23,2023-06-20,14.7222,-1.6069,16.3291
ORAC,2023,10,5,2024-04-26,2024-06-08,9.7361,3.262,6.4741
ORAC,2024,10,5,2025-04-20,2025-06-16,15.2899,12.4593,2.8306
ORAC,2025,10,5,2026-05-28,2026-06-13,4.7771,6.6588,-1.8818
PRSC,2021,10,5,2022-07-10,2022-09-04,0.64,-3.6479,4.2879
PRSC,2022,10,5,2023-07-06,2023-09-18,11.6552,2.9351,8.7201
SHEC,2021,10,5,2022-10-02,2022-11-02,3.2,0.1846,3.0154
SHEC,2022,10,5,2023-12-01,2024-01-02,2.0482,2.2033,-0.1551
SLBC,2023,10,5,2024-06-10,2025-08-03,134.5225,64.0364,70.4861
SLBC,2024,10,5,2025-05-31,2025-08-03,20.2485,11.4616,8.7869
SMBC,2021,10,5,2022-07-01,2022-08-29,-9.7363,-1.7484,-7.9879
SMBC,2023,10,5,2024-06-24,2024-10-05,8.928,13.5861,-4.6581
SNTS,2021,10,5,2022-05-08,2022-05-23,0.0,-1.7525,1.7525
SNTS,2022,10,5,2023-04-28,2023-05-22,3.0331,-0.6709,3.7041
SNTS,2025,10,5,2026-04-26,2026-05-30,5.9298,5.7615,0.1683
SOGC,2021,10,5,2022-06-25,2022-07-26,-0.6217,1.1332,-1.7549
SOGC,2022,10,5,2023-06-23,2023-07-22,-8.196,1.7271,-9.9231
SOGC,2023,10,5,2024-06-03,2024-08-11,41.536,6.8759,34.6601
SOGC,2024,10,5,2025-05-30,2025-07-20,8.3611,5.3894,2.9717
SPHC,2021,10,5,2022-06-23,2022-08-09,-1.349,-1.0879,-0.2611
SPHC,2022,10,5,2023-06-22,2023-10-04,-9.3489,0.9127,-10.2616
SPHC,2023,10,5,2024-06-14,2024-08-17,33.2265,4.6656,28.5609
SPHC,2024,10,5,2025-04-18,2025-07-22,51.1811,15.8503,35.3308
STBC,2021,10,5,2022-07-08,2022-07-26,8.9092,-0.8247,9.7339
STBC,2022,10,5,2023-07-10,2023-08-01,5.7692,2.2217,3.5475
STBC,2023,10,5,2024-07-01,2024-08-03,22.1682,4.1321,18.036
STBC,2024,10,5,2025-08-09,2025-09-03,2.599,5.8586,-3.2596
TTLC,2021,10,5,2022-06-26,2022-08-30,8.6425,-1.5316,10.1742
TTLC,2022,10,5,2023-06-25,2023-09-26,0.9132,2.8297,-1.9165
TTLC,2023,10,5,2024-07-01,2024-09-22,21.8483,11.1322,10.7161
TTLC,2024,10,5,2025-06-29,2025-09-08,-0.7707,9.6432,-10.4139
