ticker,fiscal_year,entree_offset,sortie_offset,date_entree,date_sortie,rendement_cycle,benchmark_cycle,alpha_cycle
BOAB,2021,-5,-5,2022-04-08,2022-05-20,-0.1513,-2.1162,1.9649
BOAB,2022,-5,-5,2023-04-09,2023-05-20,1.5323,-1.2324,2.7646
BOAB,2023,-5,-5,2024-04-07,2024-05-22,4.3665,1.9734,2.3931
BOAB,2024,-5,-5,2025-03-28,2025-05-29,4.1489,7.7255,-3.5765
BOAB,2025,-5,-5,2026-04-25,2026-05-10,14.4945,-1.2294,15.7239
BOABF,2021,-5,-5,2022-03-24,2022-04-29,2.3871,2.8012,-0.4141
BOABF,2022,-5,-5,2023-03-25,2023-04-30,1.7544,-2.7178,4.4722
BOABF,2023,-5,-5,2024-03-23,2024-05-01,0.1372,3.1306,-2.9934
BOABF,2024,-5,-5,2025-03-12,2025-04-17,2.3638,1.1097,1.2541
BOABF,2025,-5,-5,2026-03-18,2026-04-18,3.8745,-0.0761,3.9507
BOAC,2021,-5,-5,2022-03-26,2022-04-23,-1.2821,1.7568,-3.0388
BOAC,2022,-5,-5,2023-03-24,2023-04-23,-0.9615,-2.1754,1.2139
BOAC,2023,-5,-5,2024-03-23,2024-04-24,-0.6849,1.2812,-1.9662
BOAC,2024,-5,-5,2025-04-11,2025-05-15,2.9412,7.2478,-4.3066
BOAC,2025,-5,-5,2026-04-10,2026-05-01,8.3726,-1.4876,9.8602
BOAM,2023,-5,-5,2024-04-18,2024-05-16,20.6559,1.6556,19.0002
BOAM,2024,-5,-5,2025-04-05,2025-05-29,20.625,8.4001,12.2249
BOAM,2025,-5,-5,2026-04-09,2026-05-29,9.4624,3.0521,6.4103
BOAN,2021,-5,-5,2022-03-25,2022-05-07,8.0558,-0.4348,8.4905
BOAN,2022,-5,-5,2023-03-25,2023-05-20,-2.3407,-3.1772,0.8364
BOAN,2023,-5,-5,2024-03-30,2024-05-26,-3.2018,3.1455,-6.3474
BOAS,2021,-5,-5,2022-04-10,2022-05-27,-1.1952,-3.1424,1.9472
BOAS,2022,-5,-5,2023-03-26,2023-05-27,23.6779,-4.5929,28.2709
BOAS,2023,-5,-5,2024-04-13,2024-06-22,25.3733,6.1799,19.1934
BOAS,2024,-5,-5,2025-04-03,2025-05-28,14.9367,8.8257,6.111
BOAS,2025,-5,-5,2026-04-25,2026-05-27,12.2464,4.2359,8.0105
CABC,2021,-5,-5,2022-04-02,2022-07-28,8.1448,-1.5505,9.6953
CABC,2025,-5,-5,2026-04-22,2026-05-27,5.2632,4.6388,0.6243
CBIBF,2021,-5,-5,2022-04-02,2022-07-01,-9.6939,-0.2245,-9.4694
CBIBF,2022,-5,-5,2023-04-12,2023-07-01,3.75,-0.2837,4.0337
CBIBF,2023,-5,-5,2024-04-07,2024-06-30,14.1304,6.5666,7.5638
CBIBF,2024,-5,-5,2025-04-24,2025-07-02,-4.7418,11.8873,-16.629
CBIBF,2025,-5,-5,2026-04-11,2026-06-14,43.4211,8.7298,34.6913
CFAC,2021,-5,-5,2022-06-16,2022-07-28,-4.3956,0.7872,-5.1828
CFAC,2022,-5,-5,2023-06-22,2023-09-10,14.9068,3.146,11.7609
CFAC,2023,-5,-5,2024-06-22,2024-08-25,-3.6496,5.3919,-9.0415
CIEC,2021,-5,-5,2022-06-15,2022-07-20,-0.2174,1.4012,-1.6186
CIEC,2022,-5,-5,2023-06-15,2023-07-26,7.9327,3.9247,4.008
CIEC,2023,-5,-5,2024-06-21,2024-07-25,5.0633,1.8369,3.2264
CIEC,2025,-5,-5,2026-06-19,2026-06-26,3.9039,0.9478,2.9561
ECOC,2021,-5,-5,2022-03-31,2022-04-24,-0.9901,0.7933,-1.7834
ECOC,2022,-5,-5,2023-04-21,2023-05-25,13.5645,-1.722,15.2865
ECOC,2023,-5,-5,2024-04-20,2024-05-25,11.5187,3.3775,8.1412
ECOC,2024,-5,-5,2025-04-24,2025-05-25,21.3239,6.2153,15.1086
ECOC,2025,-5,-5,2026-04-19,2026-05-17,0.3077,2.9801,-2.6724
FTSC,2023,-5,-5,2024-06-15,2024-09-25,12.088,11.385,0.703
NSBC,2022,-5,-5,2023-05-14,2023-07-02,2.7424,1.1568,1.5856
NSBC,2023,-5,-5,2024-05-18,2024-07-03,8.6207,3.7031,4.9176
NSBC,2024,-5,-5,2025-05-21,2025-07-04,18.6047,5.9888,12.6158
NTLC,2021,-5,-5,2022-05-15,2022-07-28,5.3472,0.7336,4.6136
NTLC,2022,-5,-5,2023-05-07,2023-08-03,22.3418,2.5967,19.745
NTLC,2023,-5,-5,2024-06-06,2024-08-15,0.0667,6.3712,-6.3045
NTLC,2024,-5,-5,2025-06-07,2025-08-13,16.8916,10.9254,5.9662
ONTBF,2021,-5,-5,2022-05-07,2022-06-10,-7.8125,-0.9923,-6.8202
ONTBF,2022,-5,-5,2023-05-04,2023-06-21,-4.9703,0.1467,-5.117
ONTBF,2023,-5,-5,2024-06-19,2024-07-26,5.6701,2.9484,2.7217
ONTBF,2024,-5,-5,2025-05-23,2025-07-16,1.6139,5.4041,-3.7903
ONTBF,2025,-5,-5,2026-04-24,2026-06-10,8.4559,9.9291,-1.4733
ORAC,2022,-5,-5,2023-04-08,2023-06-10,5.8511,-2.226,8.0771
ORAC,2023,-5,-5,2024-04-11,2024-05-29,9.6819,2.3753,7.3066
ORAC,2024,-5,-5,2025-04-05,2025-06-06,7.2871,10.2858,-2.9986
ORAC,2025,-5,-5,2026-05-13,2026-06-03,6.3123,5.8854,0.4268
PRSC,2021,-5,-5,2022-06-25,2022-08-25,8.8456,-1.8552,10.7008
PRSC,2022,-5,-5,2023-06-21,2023-09-08,17.5439,3.9265,13.6173
SHEC,2021,-5,-5,2022-09-17,2022-10-23,-2.2599,-2.5774,0.3176
SHEC,2022,-5,-5,2023-11-16,2023-12-23,-1.2346,1.8966,-3.1311
SLBC,2023,-5,-5,2024-05-26,2025-07-24,144.973,60.7737,84.1993
SLBC,2024,-5,-5,2025-05-16,2025-07-24,28.8,9.7801,19.0199
SMBC,2021,-5,-5,2022-06-16,2022-08-19,-7.483,-1.6516,-5.8314
SMBC,2023,-5,-5,2024-06-09,2024-09-25,23.7288,12.1097,11.6191
SNTS,2021,-5,-5,2022-04-23,2022-05-13,2.7196,-2.0923,4.8119
SNTS,2022,-5,-5,2023-04-13,2023-05-12,4.9968,-0.8977,5.8945
SNTS,2025,-5,-5,2026-04-11,2026-05-20,0.6944,1.447,-0.7526
SOGC,2021,-5,-5,2022-06-10,2022-07-16,-0.7692,3.0319,-3.8011
SOGC,2022,-5,-5,2023-06-08,2023-07-12,-12.9129,3.3954,-16.3083
SOGC,2023,-5,-5,2024-05-19,2024-08-01,24.6875,6.4655,18.222
SOGC,2024,-5,-5,2025-05-15,2025-07-10,13.2691,5.5887,7.6804
SPHC,2021,-5,-5,2022-06-08,2022-07-30,7.6724,1.5121,6.1604
SPHC,2022,-5,-5,2023-06-07,2023-09-24,-3.8226,5.3096,-9.1322
SPHC,2023,-5,-5,2024-05-30,2024-08-07,25.4167,6.0301,19.3866
SPHC,2024,-5,-5,2025-04-03,2025-07-12,39.0374,12.9555,26.082
STBC,2021,-5,-5,2022-06-23,2022-07-16,-3.4091,1.2037,-4.6128
STBC,2022,-5,-5,2023-06-25,2023-07-22,10.4183,1.2286,9.1897
STBC,2023,-5,-5,2024-06-16,2024-07-24,-4.7619,2.6068,-7.3687
STBC,2024,-5,-5,2025-07-25,2025-08-24,7.2768,4.745,2.5318
TTLC,2021,-5,-5,2022-06-11,2022-08-20,2.2573,-0.499,2.7564
TTLC,2022,-5,-5,2023-06-10,2023-09-16,9.5238,6.1362,3.3876
TTLC,2023,-5,-5,2024-06-16,2024-09-12,30.9002,12.4078,18.4924
TTLC,2024,-5,-5,2025-06-14,2025-08-29,-4.6904,13.4126,-18.1031
BOAB,2021,-5,0,2022-04-08,2022-05-25,-2.4811,-3.5121,1.031
BOAB,2022,-5,0,2023-04-09,2023-05-25,4.9355,-1.6293,6.5647
BOAB,2023,-5,0,2024-04-07,2024-05-27,14.3307,3.6303,10.7004
BOAB,2024,-5,0,2025-03-28,2025-06-03,3.9362,8.0779,-4.1418
BOAB,2025,-5,0,2026-04-25,2026-05-15,21.7418,1.1555,20.5863
BOABF,2021,-5,0,2022-03-24,2022-05-04,1.5806,0.2082,1.3725
BOABF,2022,-5,0,2023-03-25,2023-05-05,10.5965,-2.377,12.9734
BOABF,2023,-5,0,2024-03-23,2024-05-06,2.2085,2.3308,-0.1223
BOABF,2024,-5,0,2025-03-12,2025-04-22,-0.533,1.3464,-1.8794
BOABF,2025,-5,0,2026-03-18,2026-04-23,7.3247,0.4121,6.9126
BOAC,2021,-5,0,2022-03-26,2022-04-28,6.8681,1.6089,5.2592
BOAC,2022,-5,0,2023-03-24,2023-04-28,9.3077,-2.596,11.9037
BOAC,2023,-5,0,2024-03-23,2024-04-29,6.274,2.6831,3.5908
BOAC,2024,-5,0,2025-04-11,2025-05-20,10.6723,7.9237,2.7486
BOAC,2025,-5,0,2026-04-10,2026-05-06,8.3081,-3.4739,11.782
BOAM,2023,-5,0,2024-04-18,2024-05-21,20.6559,1.3076,19.3483
BOAM,2024,-5,0,2025-04-05,2025-06-03,21.0417,8.7668,12.2748
BOAM,2025,-5,0,2026-04-09,2026-06-03,14.0869,4.1239,9.963
BOAN,2021,-5,0,2022-03-25,2022-05-12,16.6226,-1.1813,17.8039
BOAN,2022,-5,0,2023-03-25,2023-05-25,0.155,-3.6133,3.7683
BOAN,2023,-5,0,2024-03-30,2024-05-31,-5.0181,3.3114,-8.3295
BOAS,2021,-5,0,2022-04-10,2022-06-01,5.8769,-1.2767,7.1536
BOAS,2022,-5,0,2023-03-26,2023-06-01,32.1841,-4.9275,37.1117
BOAS,2023,-5,0,2024-04-13,2024-06-27,30.5974,5.727,24.8704
BOAS,2024,-5,0,2025-04-03,2025-06-02,12.4051,8.6805,3.7246
BOAS,2025,-5,0,2026-04-25,2026-06-01,16.6667,6.3069,10.3598
CABC,2021,-5,0,2022-04-02,2022-08-02,5.7919,-1.6933,7.4852
CABC,2025,-5,0,2026-04-22,2026-06-01,3.8982,6.7851,-2.8869
CBIBF,2021,-5,0,2022-04-02,2022-07-06,-3.8776,1.051,-4.9285
CBIBF,2022,-5,0,2023-04-12,2023-07-06,13.375,-0.2338,13.6088
CBIBF,2023,-5,0,2024-04-07,2024-07-05,19.2391,5.8638,13.3753
CBIBF,2024,-5,0,2025-04-24,2025-07-07,0.9859,13.0933,-12.1074
CBIBF,2025,-5,0,2026-04-11,2026-06-19,53.2895,10.2229,43.0666
CFAC,2021,-5,0,2022-06-16,2022-08-02,-5.0549,0.4205,-5.4755
CFAC,2022,-5,0,2023-06-22,2023-09-15,13.7888,4.0457,9.7431
CFAC,2023,-5,0,2024-06-22,2024-08-30,1.0219,8.1513,-7.1294
CIEC,2021,-5,0,2022-06-15,2022-07-25,3.8261,1.1886,2.6375
CIEC,2022,-5,0,2023-06-15,2023-07-31,13.9904,5.7087,8.2817
CIEC,2023,-5,0,2024-06-21,2024-07-30,5.7215,2.7808,2.9407
CIEC,2025,-5,0,2026-06-19,2026-07-01,11.0911,3.0236,8.0675
ECOC,2021,-5,0,2022-03-31,2022-04-29,3.8416,1.3867,2.4549
ECOC,2022,-5,0,2023-04-21,2023-05-30,13.1792,-1.8614,15.0406
ECOC,2023,-5,0,2024-04-20,2024-05-30,17.5055,2.7869,14.7186
ECOC,2024,-5,0,2025-04-24,2025-05-30,20.576,6.9999,13.5762
ECOC,2025,-5,0,2026-04-19,2026-05-22,5.7723,5.4176,0.3547
FTSC,2023,-5,0,2024-06-15,2024-09-30,223.1111,12.8701,210.2411
NSBC,2022,-5,0,2023-05-14,2023-07-07,16.2586,1.2058,15.0528
NSBC,2023,-5,0,2024-05-18,2024-07-08,17.6034,4.0485,13.555
NSBC,2024,-5,0,2025-05-21,2025-07-09,20.0698,4.5915,15.4782
NTLC,2021,-5,0,2022-05-15,2022-08-02,4.4861,0.5879,3.8982
NTLC,2022,-5,0,2023-05-07,2023-08-08,17.4051,2.4785,14.9266
NTLC,2023,-5,0,2024-06-06,2024-08-20,5.3636,6.0857,-0.7222
NTLC,2024,-5,0,2025-06-07,2025-08-18,16.9846,11.6301,5.3546
ONTBF,2021,-5,0,2022-05-07,2022-06-15,9.2812,0.2231,9.0582
ONTBF,2022,-5,0,2023-05-04,2023-06-26,12.2851,0.2022,12.0829
ONTBF,2023,-5,0,2024-06-19,2024-07-31,16.7526,3.7208,13.0318
ONTBF,2024,-5,0,2025-05-23,2025-07-21,6.7942,6.825,-0.0308
ONTBF,2025,-5,0,2026-04-24,2026-06-15,8.8353,11.991,-3.1557
ORAC,2022,-5,0,2023-04-08,2023-06-15,7.2872,-2.4793,9.7665
ORAC,2023,-5,0,2024-04-11,2024-06-03,11.9871,2.7432,9.2439
ORAC,2024,-5,0,2025-04-05,2025-06-11,8.6073,10.9455,-2.3383
ORAC,2025,-5,0,2026-05-13,2026-06-08,13.4551,9.3231,4.1321
PRSC,2021,-5,0,2022-06-25,2022-08-30,17.6612,-1.7704,19.4315
PRSC,2022,-5,0,2023-06-21,2023-09-13,22.2105,5.0045,17.206
SHEC,2021,-5,0,2022-09-17,2022-10-28,4.8588,-1.4325,6.2913
SHEC,2022,-5,0,2023-11-16,2023-12-28,-0.9877,2.2618,-3.2495
SLBC,2023,-5,0,2024-05-26,2025-07-29,141.1291,62.6879,78.4412
SLBC,2024,-5,0,2025-05-16,2025-07-29,39.1467,10.9374,28.2093
SMBC,2021,-5,0,2022-06-16,2022-08-24,-9.5238,-1.5841,-7.9397
SMBC,2023,-5,0,2024-06-09,2024-09-30,19.9661,13.6245,6.3416
SNTS,2021,-5,0,2022-04-23,2022-05-18,1.4379,-3.7966,5.2346
SNTS,2022,-5,0,2023-04-13,2023-05-17,5.506,-1.4299,6.9359
SNTS,2025,-5,0,2026-04-11,2026-05-25,5.0,2.9577,2.0423
SOGC,2021,-5,0,2022-06-10,2022-07-21,4.9846,2.1175,2.8671
SOGC,2022,-5,0,2023-06-08,2023-07-17,-10.8709,4.2187,-15.0896
SOGC,2023,-5,0,2024-05-19,2024-08-06,38.375,6.743,31.632
SOGC,2024,-5,0,2025-05-15,2025-07-15,13.8176,6.2879,7.5297
SPHC,2021,-5,0,2022-06-08,2022-08-04,8.431,0.9283,7.5027
SPHC,2022,-5,0,2023-06-07,2023-09-29,-15.4434,4.7676,-20.2111
SPHC,2023,-5,0,2024-05-30,2024-08-12,38.2917,7.3037,30.988
SPHC,2024,-5,0,2025-04-03,2025-07-17,41.8182,14.2517,27.5665
STBC,2021,-5,0,2022-06-23,2022-07-21,6.1688,0.3349,5.8339
STBC,2022,-5,0,2023-06-25,2023-07-27,17.9953,2.4218,15.5734
STBC,2023,-5,0,2024-06-16,2024-07-29,20.6803,2.9903,17.69
STBC,2024,-5,0,2025-07-25,2025-08-29,3.0608,6.7424,-3.6816
TTLC,2021,-5,0,2022-06-11,2022-08-25,7.2686,-0.8062,8.0749
TTLC,2022,-5,0,2023-06-10,2023-09-21,12.1429,5.1984,6.9445
TTLC,2023,-5,0,2024-06-16,2024-09-17,25.5961,11.3089,14.2873
TTLC,2024,-5,0,2025-06-14,2025-09-03,-3.1895,12.8318,-16.0213
BOAB,2021,-5,5,2022-04-08,2022-05-30,-3.9939,-1.8642,-2.1297
BOAB,2022,-5,5,2023-04-09,2023-05-30,4.129,-1.7529,5.8819
BOAB,2023,-5,5,2024-04-07,2024-06-01,12.1117,3.5633,8.5483
BOAB,2024,-5,5,2025-03-28,2025-06-08,7.766,9.3485,-1.5826
BOAB,2025,-5,5,2026-04-25,2026-05-20,21.7418,2.826,18.9158
BOABF,2021,-5,5,2022-03-24,2022-05-09,-2.4516,0.4902,-2.9418
BOABF,2022,-5,5,2023-03-25,2023-05-10,5.2456,-2.7258,7.9715
BOABF,2023,-5,5,2024-03-23,2024-05-11,0.9053,2.0478,-1.1424
BOABF,2024,-5,5,2025-03-12,2025-04-27,-6.4426,2.4601,-8.9028
BOABF,2025,-5,5,2026-03-18,2026-04-28,7.8782,1.6718,6.2064
BOAC,2021,-5,5,2022-03-26,2022-05-03,5.4029,0.7144,4.6885
BOAC,2022,-5,5,2023-03-24,2023-05-03,6.1346,-3.5686,9.7032
BOAC,2023,-5,5,2024-03-23,2024-05-04,5.0411,2.4277,2.6134
BOAC,2024,-5,5,2025-04-11,2025-05-25,10.0,9.0858,0.9142
BOAC,2025,-5,5,2026-04-10,2026-05-11,9.6643,-2.5815,12.2458
BOAM,2023,-5,5,2024-04-18,2024-05-26,24.0937,3.3045,20.7892
BOAM,2024,-5,5,2025-04-05,2025-06-08,37.7083,9.7404,27.9679
BOAM,2025,-5,5,2026-04-09,2026-06-08,6.7751,7.5083,-0.7333
BOAN,2021,-5,5,2022-03-25,2022-05-17,7.9472,-2.212,10.1592
BOAN,2022,-5,5,2023-03-25,2023-05-30,4.7553,-3.8468,8.6021
BOAN,2023,-5,5,2024-03-30,2024-06-05,-5.1823,4.4701,-9.6523
BOAS,2021,-5,5,2022-04-10,2022-06-06,2.8889,-1.878,4.7669
BOAS,2022,-5,5,2023-03-26,2023-06-06,32.8738,-4.9928,37.8666
BOAS,2023,-5,5,2024-04-13,2024-07-02,30.5974,6.5593,24.038
BOAS,2024,-5,5,2025-04-03,2025-06-07,13.7975,10.3168,3.4806
BOAS,2025,-5,5,2026-04-25,2026-06-06,14.058,9.4074,4.6506
CABC,2021,-5,5,2022-04-02,2022-08-07,4.4344,-2.0698,6.5042
CABC,2025,-5,5,2026-04-22,2026-06-06,17.4117,9.4642,7.9475
CBIBF,2021,-5,5,2022-04-02,2022-07-11,-5.3571,1.2501,-6.6072
CBIBF,2022,-5,5,2023-04-12,2023-07-11,11.75,0.5232,11.2268
CBIBF,2023,-5,5,2024-04-07,2024-07-10,17.9891,6.5048,11.4843
CBIBF,2024,-5,5,2025-04-24,2025-07-12,3.2864,11.5388,-8.2524
CBIBF,2025,-5,5,2026-04-11,2026-06-24,49.2434,10.7672,38.4763
CFAC,2021,-5,5,2022-06-16,2022-08-07,-5.6044,0.0013,-5.6057
CFAC,2022,-5,5,2023-06-22,2023-09-20,12.5466,3.4159,9.1307
CFAC,2023,-5,5,2024-06-22,2024-09-04,0.292,13.0522,-12.7603
CIEC,2021,-5,5,2022-06-15,2022-07-30,6.8696,0.6734,6.1961
CIEC,2022,-5,5,2023-06-15,2023-08-05,11.1058,5.4202,5.6856
CIEC,2023,-5,5,2024-06-21,2024-08-04,4.7089,4.0182,0.6907
CIEC,2025,-5,5,2026-06-19,2026-07-06,10.7908,3.6814,7.1094
ECOC,2021,-5,5,2022-03-31,2022-05-04,0.0792,-1.0395,1.1187
ECOC,2022,-5,5,2023-04-21,2023-06-04,11.1561,-2.624,13.7801
ECOC,2023,-5,5,2024-04-20,2024-06-04,17.5055,4.4302,13.0753
ECOC,2024,-5,5,2025-04-24,2025-06-04,10.7226,8.3522,2.3704
ECOC,2025,-5,5,2026-04-19,2026-05-27,5.7723,5.7158,0.0565
FTSC,2023,-5,5,2024-06-15,2024-10-05,222.379,14.3617,208.0173
NSBC,2022,-5,5,2023-05-14,2023-07-12,20.4701,1.4608,19.0093
NSBC,2023,-5,5,2024-05-18,2024-07-13,14.931,4.5227,10.4084
NSBC,2024,-5,5,2025-05-21,2025-07-14,17.7442,5.365,12.3792
NTLC,2021,-5,5,2022-05-15,2022-08-07,1.6389,0.2139,1.425
NTLC,2022,-5,5,2023-05-07,2023-08-13,16.0759,2.0287,14.0473
NTLC,2023,-5,5,2024-06-06,2024-08-25,5.03,6.7968,-1.7668
NTLC,2024,-5,5,2025-06-07,2025-08-23,17.9153,13.7744,4.1409
ONTBF,2021,-5,5,2022-05-07,2022-06-20,8.625,1.1545,7.4705
ONTBF,2022,-5,5,2023-05-04,2023-07-01,12.9103,1.3571,11.5531
ONTBF,2023,-5,5,2024-06-19,2024-08-05,16.7526,3.9281,12.8245
ONTBF,2024,-5,5,2025-05-23,2025-07-26,9.3445,8.8242,0.5203
ONTBF,2025,-5,5,2026-04-24,2026-06-20,4.6074,13.9271,-9.3198
ORAC,2022,-5,5,2023-04-08,2023-06-20,9.8404,-1.5465,11.3869
ORAC,2023,-5,5,2024-04-11,2024-06-08,11.2033,4.1644,7.0389
ORAC,2024,-5,5,2025-04-05,2025-06-16,6.9571,12.5732,-5.6161
ORAC,2025,-5,5,2026-05-13,2026-06-13,9.3023,11.337,-2.0347
PRSC,2021,-5,5,2022-06-25,2022-09-04,13.1634,-2.2111,15.3745
PRSC,2022,-5,5,2023-06-21,2023-09-18,13.614,4.2725,9.3415
SHEC,2021,-5,5,2022-09-17,2022-11-02,2.0339,-1.3058,3.3397
SHEC,2022,-5,5,2023-11-16,2024-01-02,4.5679,2.1676,2.4003
SLBC,2023,-5,5,2024-05-26,2025-08-03,134.5225,68.1596,66.3629
SLBC,2024,-5,5,2025-05-16,2025-08-03,35.48,13.7957,21.6843
SMBC,2021,-5,5,2022-06-16,2022-08-29,-9.1837,-1.4492,-7.7344
SMBC,2023,-5,5,2024-06-09,2024-10-05,15.3898,15.2233,0.1666
SNTS,2021,-5,5,2022-04-23,2022-05-23,0.0313,-3.6789,3.7101
SNTS,2022,-5,5,2023-04-13,2023-05-22,4.8695,-1.24,6.1095
SNTS,2025,-5,5,2026-04-11,2026-05-30,4.8264,4.0727,0.7537
SOGC,2021,-5,5,2022-06-10,2022-07-26,0.8308,2.0351,-1.2043
SOGC,2022,-5,5,2023-06-08,2023-07-22,-11.8719,3.2943,-15.1661
SOGC,2023,-5,5,2024-05-19,2024-08-11,38.2188,8.0689,30.1499
SOGC,2024,-5,5,2025-05-15,2025-07-20,15.6709,7.3878,8.2831
SPHC,2021,-5,5,2022-06-08,2022-08-09,8.431,0.3153,8.1157
SPHC,2022,-5,5,2023-06-07,2023-10-04,-16.9725,3.4516,-20.4241
SPHC,2023,-5,5,2024-05-30,2024-08-17,38.5,7.4755,31.0245
SPHC,2024,-5,5,2025-04-03,2025-07-22,43.7433,17.5395,26.2039
STBC,2021,-5,5,2022-06-23,2022-07-26,6.1688,0.1811,5.9877
STBC,2022,-5,5,2023-06-25,2023-08-01,8.5241,3.9403,4.5838
STBC,2023,-5,5,2024-06-16,2024-08-03,19.5918,4.5128,15.079
STBC,2024,-5,5,2025-07-25,2025-09-03,3.0608,6.9649,-3.9042
TTLC,2021,-5,5,2022-06-11,2022-08-30,8.3973,-0.7363,9.1335
TTLC,2022,-5,5,2023-06-10,2023-09-26,5.2381,4.2754,0.9627
TTLC,2023,-5,5,2024-06-16,2024-09-22,25.1095,11.4871,13.6224
TTLC,2024,-5,5,2025-06-14,2025-09-08,-3.3771,12.2641,-15.6412
BOAB,2021,0,-5,2022-04-13,2022-05-20,-0.1513,-2.1338,1.9825
BOAB,2022,0,-5,2023-04-14,2023-05-20,1.6142,-1.7825,3.3967
BOAB,2023,0,-5,2024-04-12,2024-05-22,4.4413,2.009,2.4322
BOAB,2024,0,-5,2025-04-02,2025-05-29,3.9278,8.7691,-4.8413
BOAB,2025,0,-5,2026-04-30,2026-05-10,5.5587,-2.0937,7.6523
BOABF,2021,0,-5,2022-03-29,2022-04-29,4.0656,1.5327,2.5329
BOABF,2022,0,-5,2023-03-30,2023-04-30,2.0229,-1.3529,3.3758
BOABF,2023,0,-5,2024-03-28,2024-05-01,2.0979,1.4104,0.6875
BOABF,2024,0,-5,2025-03-17,2025-04-17,2.4826,0.1945,2.2881
BOABF,2025,0,-5,2026-03-23,2026-04-18,4.3559,-0.0078,4.3637
BOAC,2021,0,-5,2022-03-31,2022-04-23,-0.0927,0.7724,-0.8651
BOAC,2022,0,-5,2023-03-29,2023-04-23,0.8815,-1.2706,2.1521
BOAC,2023,0,-5,2024-03-28,2024-04-24,-0.2751,-0.3722,0.0971
BOAC,2024,0,-5,2025-04-16,2025-05-15,2.0833,7.035,-4.9516
BOAC,2025,0,-5,2026-04-15,2026-05-01,8.1176,-0.47,8.5877
BOAM,2023,0,-5,2024-04-23,2024-05-16,19.5352,1.1283,18.4069
BOAM,2024,0,-5,2025-04-10,2025-05-29,15.8,9.5281,6.2719
BOAM,2025,0,-5,2026-04-14,2026-05-29,11.1354,3.4571,7.6783
BOAN,2021,0,-5,2022-03-30,2022-05-07,5.7619,-1.7843,7.5463
BOAN,2022,0,-5,2023-03-30,2023-05-20,-0.8197,-1.8441,1.0244
BOAN,2023,0,-5,2024-04-04,2024-05-26,-1.7499,2.6084,-4.3583
BOAS,2021,0,-5,2022-04-15,2022-05-27,1.2245,-3.581,4.8055
BOAS,2022,0,-5,2023-03-31,2023-05-27,22.5513,-3.0693,25.6206
BOAS,2023,0,-5,2024-04-18,2024-06-22,17.4827,6.053,11.4297
BOAS,2024,0,-5,2025-04-08,2025-05-28,6.0748,9.6016,-3.5269
BOAS,2025,0,-5,2026-04-30,2026-05-27,10.6429,3.0034,7.6395
CABC,2021,0,-5,2022-04-07,2022-07-28,8.6364,-0.9864,9.6228
CABC,2025,0,-5,2026-04-27,2026-05-27,2.7778,4.431,-1.6532
CBIBF,2021,0,-5,2022-04-07,2022-07-01,-9.6478,0.0865,-9.7343
CBIBF,2022,0,-5,2023-04-17,2023-07-01,3.8798,-0.3328,4.2126
CBIBF,2023,0,-5,2024-04-12,2024-06-30,16.0221,6.6549,9.3672
CBIBF,2024,0,-5,2025-04-29,2025-07-02,3.5204,11.5613,-8.0409
CBIBF,2025,0,-5,2026-04-16,2026-06-14,38.8535,10.967,27.8865
CFAC,2021,0,-5,2022-06-21,2022-07-28,0.578,0.4061,0.172
CFAC,2022,0,-5,2023-06-27,2023-09-10,14.9068,3.2359,11.671
CFAC,2023,0,-5,2024-06-27,2024-08-25,-1.4925,5.6738,-7.1663
CIEC,2021,0,-5,2022-06-20,2022-07-20,-2.3404,0.6481,-2.9885
CIEC,2022,0,-5,2023-06-20,2023-07-26,7.9327,2.9297,5.0029
CIEC,2023,0,-5,2024-06-26,2024-07-25,2.2167,1.7397,0.477
CIEC,2025,0,-5,2026-06-24,2026-06-26,3.9039,0.3926,3.5113
ECOC,2021,0,-5,2022-04-05,2022-04-24,0.0,1.2091,-1.2091
ECOC,2022,0,-5,2023-04-26,2023-05-25,9.5539,-1.3896,10.9435
ECOC,2023,0,-5,2024-04-25,2024-05-25,10.1449,2.4631,7.6819
ECOC,2024,0,-5,2025-04-29,2025-05-25,21.3852,6.2407,15.1445
ECOC,2025,0,-5,2026-04-24,2026-05-17,1.875,1.7855,0.0895
FTSC,2023,0,-5,2024-06-20,2024-09-25,15.4709,10.7809,4.69
NSBC,2022,0,-5,2023-05-19,2023-07-02,2.8431,1.3414,1.5018
NSBC,2023,0,-5,2024-05-23,2024-07-03,8.6207,3.5067,5.114
NSBC,2024,0,-5,2025-05-26,2025-07-04,18.8119,5.5415,13.2704
NTLC,2021,0,-5,2022-05-20,2022-07-28,8.3571,1.8913,6.4658
NTLC,2022,0,-5,2023-05-12,2023-08-03,22.5745,3.0903,19.4842
NTLC,2023,0,-5,2024-06-11,2024-08-15,0.0667,5.7946,-5.7278
NTLC,2024,0,-5,2025-06-12,2025-08-13,10.1754,9.0458,1.1296
ONTBF,2021,0,-5,2022-05-12,2022-06-10,-7.6971,-0.1653,-7.5318
ONTBF,2022,0,-5,2023-05-09,2023-06-21,-4.9406,-0.9942,-3.9464
ONTBF,2023,0,-5,2024-06-24,2024-07-26,5.5069,1.9187,3.5882
ONTBF,2024,0,-5,2025-05-28,2025-07-16,2.4096,4.78,-2.3704
ONTBF,2025,0,-5,2026-04-29,2026-06-10,9.2593,9.2091,0.0501
ORAC,2022,0,-5,2023-04-13,2023-06-10,8.1522,-2.2092,10.3614
